,VOLKRAJ,KSTRANA,PORCISLO,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST_x,POCHLASU,POCPROC,POCPROCVSE,MANDAT,PORADIMAND,PORADINAHR,VSTRANA,NAZEVCELK,NAZEV_STRK,ZKRATKAK30,ZKRATKAK8,POCSTRVKO,SLOZENI,STAVREG,PLATNOST_y,SLOZNEPLAT,POCMANDAT
0,14,6,1,František,Zwyrtek,,,45,předseda hnutí,Český Těšín,598933,88,88,0,120,0.0,2.86,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
1,14,6,2,Vladimír,Mach,RNDr.,,63,středoškolský profesor,Havířov,555088,99,88,0,93,0.0,2.21,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
2,14,6,3,Zdeněk,Stolař,PhDr.,,51,psycholog,Frýdek-Místek,598003,88,88,0,137,0.0,3.26,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
3,14,6,4,Alena,Hasáková,PhDr.,,51,středoškolský profesor,Český Těšín,598933,99,88,0,124,0.0,2.95,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
4,14,6,5,Alois,Čtvrtníček,Ing.,CSc.,60,podnikatel,Bruntál,597180,99,88,0,35,0.0,0.83,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
5,14,6,6,Hana,Doležalová,Mgr.,,33,učitelka,Ostrava,4,99,88,0,81,0.0,1.93,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
6,14,6,7,Václav,Kafka,Doc. Ing.,CSc.,63,výzkumný pracovník,Orlová,599069,88,88,0,76,0.0,1.81,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
7,14,6,8,Libuše,Koppová,,,59,zdravotní sestra,Třinec,598810,88,88,0,95,0.0,2.26,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
8,14,6,9,Alexander,Nedbálek,MUDr.,,51,lékař,Havířov,555088,99,88,0,48,0.0,1.14,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
9,14,6,10,Jan,Fismol,Bc.,,59,místostarosta,Dolní Lutyně,598968,88,88,0,56,0.0,1.33,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
10,14,6,11,Ivan,Hronec,,,61,důchodce Policie ČR,Bruntál,597180,88,88,0,38,0.0,0.9,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
11,14,6,12,Edita,Mietlová,Ing.,,38,manažerka,Ostrava,4,99,88,0,40,0.0,0.95,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
12,14,6,13,Milan,Pecka,PaedDr.,,60,ředitel školy,Český Těšín,598933,88,88,0,101,0.0,2.41,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
13,14,6,14,Tereza,Kafková,Ing.,,28,manažerka,Ostrava,4,99,88,0,35,0.0,0.83,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
14,14,6,15,Ivo,Polášek,Ing.,,51,vedoucí trenér,Havířov,555088,88,88,0,29,0.0,0.69,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
15,14,6,16,Otto,Ďurica,Ing.,,39,ekonomický konzultant,Bruntál,597180,99,88,0,24,0.0,0.57,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
16,14,6,17,Hana,Rettová,Mgr.,,50,ředitelka školy,Havířov,555088,99,88,0,28,0.0,0.66,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
17,14,6,18,Tomáš,Krtek,Ing.,,37,technik,Frýdek-Místek,598003,88,88,0,52,0.0,1.24,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
18,14,6,19,Miroslav,Zajíček,MUDr.,,57,lékař,Petřvald,599085,99,88,0,44,0.0,1.05,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
19,14,6,20,Petr,Sobol,Mgr.,,45,pedagog,Orlová,599069,88,88,0,23,0.0,0.54,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
20,14,6,21,Daniel,Makay,,,38,podnikatel,Bruntál,597180,88,88,0,24,0.0,0.57,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
21,14,6,22,Svatava,Horáčková,,,54,kulturní pracovník,Orlová,599069,88,88,0,27,0.0,0.64,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
22,14,6,23,Petr,Jonas,Ing.,,43,manažer,Frýdek-Místek,598003,88,88,0,14,0.0,0.33,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
23,14,6,24,Jiří,Mietla,Ing.,,40,finanční poradce,Ostrava,4,99,88,0,22,0.0,0.52,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
24,14,6,25,Zdeněk,Karel,,,21,student,Havířov,555088,88,88,0,52,0.0,1.24,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
25,14,6,26,Josef,Tuhý,Ing.,,43,podnikatel,Karviná,598917,99,88,0,5,0.0,0.11,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
26,14,6,27,Jaroslav,Vymazal,,,59,zámečník,Bruntál,597180,88,88,0,13,0.0,0.31,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
27,14,6,28,Tomáš,Onderka,Mgr.,,33,středoškolský profesor,Havířov,555088,99,88,0,22,0.0,0.52,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
28,14,6,29,Barbora,Režná,,,32,vedoucí sekretariátu,Orlová,599069,99,88,0,10,0.0,0.23,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
29,14,6,30,Milan,Klimeš,,,55,živnostník,Bruntál,597180,88,88,0,7,0.0,0.16,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
30,14,6,31,Petr,Kozák,MUDr.,,45,lékař,Frýdek-Místek,598003,88,88,0,66,0.0,1.57,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
31,14,6,32,František,Buba,Mgr.,,43,učitel,Orlová,599069,99,88,0,10,0.0,0.23,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
32,14,6,33,Zbigniew,Michalek,MUDr.,,59,lékař,Orlová,599069,88,88,0,26,0.0,0.62,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
33,14,6,34,Petr,Brzezny,,,45,technik,Orlová,599069,88,88,0,10,0.0,0.23,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
34,14,6,35,Radka,Tanistrová,,,35,zdravotní sestra,Dolní Lutyně,598968,99,88,0,28,0.0,0.66,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
35,14,6,36,Miroslav,Chlubna,,,32,správce budov,Orlová,599069,99,88,0,11,0.0,0.26,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
36,13,6,1,Mojmír,Novák,Ing.,,45,ředitel divize prodeje,Tečovice,549649,99,88,0,68,,3.45,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
37,13,6,2,Lenka,Ajglová,Mgr.,,45,ředitelka ZŠ,Zlín,585068,99,88,0,84,,4.27,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
38,13,6,3,Jana,Bubeníková,,,56,předsedkyně Syndikátu novinářů,Zlín,585068,88,88,0,42,,2.13,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
39,13,6,4,Alois,Košařík,,,53,podnikatel v realitách,Zdounky,589195,99,88,0,13,,0.66,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
40,2,6,34,Karel,Deutschmann,Bc.,,31,makléř,Zdiby,539058,99,88,0,2,,0.05,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
41,6,6,1,Vlastimil,Houska,Ing.,,59,technik v oboru stavebnictví,Krupka,567639,88,88,0,76,,2.63,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
42,12,6,1,Jana,Hamplová,Mgr.,,41,advokátka,Mohelnice,540471,99,88,0,366,,11.1,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
43,12,6,2,Jarmila,Popelková,PharmDr.,,53,lékárník,Olomouc,500496,99,88,0,82,,2.48,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
44,12,6,3,Vladimír,Komínek,,,53,podnikatel,Prostějov,589250,99,88,0,28,,0.84,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
45,12,6,4,Věra,Kašparová,Ing.,,39,zástupkyně ředitele SŠ,Uničov,505587,99,88,0,87,,2.64,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
46,12,6,5,Libor,Bejdák,,,35,referent,Šternberk,505188,99,88,0,36,,1.09,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
47,12,6,6,Petr,Havelka,,,38,podnikatel,Šumperk,523704,99,88,0,52,,1.57,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
48,12,6,7,Antonín,Dušek,,,64,důchodce,Prostějov,589250,99,88,0,40,,1.21,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
49,12,6,8,Zbyněk,Poštulka,Ing.,,46,podnikatel,Loštice,540196,99,88,0,85,,2.57,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
50,12,6,9,Petar,Hrdlica,,,63,vedoucí bytového podniku,Olomouc,500496,99,88,0,8,,0.24,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
51,12,6,10,Jana,Němečková,Ing.,,43,starostka,Libina,539961,88,88,0,81,,2.45,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
52,12,6,11,Blanka,Kolečkářová,,,39,podnikatelka,Prostějov,589250,99,88,0,40,,1.21,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
53,12,6,12,Jaroslav,Macek,Ing.,,49,starosta,Staré Město,541079,88,88,0,34,,1.03,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
54,12,6,13,Marek,Musil,,,42,podnikatel,Prostějov,589250,99,88,0,8,,0.24,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
55,12,6,14,Jana,Hlebová,,,23,studentka práv,Prostějov,589250,99,88,0,60,,1.82,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
56,12,6,15,Milena,Sobotková,,,33,starostka,Sudkov,541109,99,88,0,44,,1.33,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
57,12,6,16,Milan,Hrubý,Ing.,,47,podnikatel,Prostějov,589250,99,88,0,12,,0.36,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
58,12,6,17,Božena,Sojáková,PaedDr.,,51,starostka,Štíty,541168,99,88,0,51,,1.54,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
59,12,6,18,Ivan,Čepa,,,43,podnikatel,Prostějov,589250,99,88,0,25,,0.75,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
60,12,6,19,Ivoš,Filípek,,,57,místostarosta,Hlubočky,502146,99,88,0,21,,0.63,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
61,12,6,20,Richard,Beneš,Ing.,,54,starosta Sokol I PV,Prostějov,589250,99,88,0,9,,0.27,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
62,12,6,21,Jaroslav,Matuš,,,42,podnikatel,Sudkov,541109,99,88,0,23,,0.69,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
63,12,6,22,Lubor,Samuel,,,56,podnikatel,Prostějov,589250,99,88,0,0,,0.0,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
64,12,6,23,David,Obračaj,Ing.,,37,ekonom,Prostějov,589250,99,88,0,8,,0.24,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
65,4,6,3,Jiří,Berkovec,Bc.,,28,student Právnické fakulty ZČU,Plzeň,2,99,88,0,40,,1.83,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
66,4,6,4,Tomáš,Böhm,,DiS,23,stavební mistr,Starý Plzenec,558371,99,88,0,18,,0.82,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
67,4,6,5,Pavel,Krysl,,,43,podnikatel,Plzeň,2,88,88,0,14,,0.64,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
68,4,6,6,Zdeněk,Korbel,,,51,podnikatel,Zdemyslice,558583,99,88,0,26,,1.19,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
69,4,6,7,František,Král,,,28,podnikatel,Plzeň,2,99,88,0,15,,0.68,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
70,4,6,8,Roman,Štěpán,,,37,podnikatel,Žákava,530182,99,88,0,14,,0.64,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
71,4,6,9,Libuše,Palatínusová Liehmannová,,,40,učitelka ZUŠ,Nevid,541192,99,88,0,16,,0.73,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
72,4,6,10,Jiří,Polívka,,,23,student FAV ZČU Plzeň,Plzeň,2,99,88,0,14,,0.64,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
73,4,6,11,Michal,Matějka,,,23,student ZČU Plzeň,Nýřany,559300,99,88,0,23,,1.05,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
74,4,6,12,Ladislav,Nový,,,25,student ZČU Plzeň,Plzeň,2,99,88,0,15,,0.68,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
75,4,6,13,Martin,Prais,,,30,student ZČU Plzeň,Plzeň,2,99,88,0,12,,0.54,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
76,4,6,14,Jan,Krpálek,,,23,student ZČU Plzeň,Stod,558389,88,88,0,25,,1.14,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
77,4,6,15,Jana,Kurcová,,,22,administrativní pracovnice,Štěnovice,558435,99,88,0,17,,0.77,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
78,4,6,16,Martin,Palatínus,,,32,elektrikář,Nevid,541192,99,88,0,22,,1.0,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
79,4,6,17,Michal,Ambrozek,,,24,číšník,Plzeň,2,99,88,0,26,,1.19,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
80,1,6,1,Petr,Nový,,,41,podnikatel,Čelákovice,538132,99,88,0,43,,2.43,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
81,1,6,2,Miroslav,Krčmář,Ing.,,43,státní úředník,Nový Jičín,599191,99,88,0,24,,1.36,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
82,1,6,3,Věra,Valterová,JUDr.,,58,právník,Praha,1,88,88,0,63,,3.57,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
83,1,6,4,Daniel,Strnad,,,32,logistik,Praha,1,88,88,0,32,,1.81,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
84,1,6,5,Bohumil,Vach,MUDr.,,56,lékař,Praha,1,88,88,0,40,,2.26,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
85,1,6,6,Miroslav,Kuře,,,31,podnikatel,Křinice,574171,88,88,0,11,,0.62,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
86,1,6,7,Naděžda,Šantrůčková,Ing.,,51,úřednice,Praha,1,88,88,0,21,,1.19,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
87,1,6,8,Karel,Příhoda,,,39,podnikatel,Praha,1,88,88,0,13,,0.73,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
88,1,6,9,Slavomír,Lokvenc,,,36,podnikatel,Praha,1,88,88,0,11,,0.62,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
89,1,6,10,Jiří,Konečný,,,48,podnikatel,Praha,1,88,88,0,10,,0.56,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
90,1,6,11,Alena,Macháčková,Ing.,,48,stavební inženýr,Praha,1,99,88,0,25,,1.41,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
91,1,6,12,Jaroslava,Vachová,,,55,redaktorka,Praha,1,88,88,0,16,,0.9,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
92,1,6,13,Josef,Král,,,61,podnikatel,Kolín,533165,88,88,0,4,,0.22,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
93,1,6,14,David,Kysela,,,29,podnikatel,Praha,1,99,88,0,9,,0.51,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
94,1,6,15,Anna,Hřebejková,,,42,podnikatel,Praha,1,88,88,0,16,,0.9,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
95,1,6,16,Jana,Michalová,,,49,podnikatel,Praha,1,99,88,0,5,,0.28,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
96,1,6,17,Petra,Smrčková,Ing.,,36,asistentka ředitele,Praha,1,99,88,0,19,,1.07,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
97,1,6,18,Miroslav,Hrabák,,,63,podnikatel,Praha,1,88,88,0,8,,0.45,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
98,1,6,19,Kateřina,Macháčková,,,21,studentka VŠ,Praha,1,99,88,0,24,,1.36,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
99,1,6,20,Pavel,Pečenka,,,44,podnikatel,Praha,1,88,88,0,3,,0.17,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
100,1,6,21,Hana,Kociánová,,,51,podnikatel,Praha,1,99,88,0,2,,0.11,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
101,1,6,22,Stanislav,Bareš,JUDr.,,59,podnikatel,Praha,1,99,88,0,3,,0.17,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
102,1,6,23,Dominika,Tomišková,,,22,studentka VŠ,Praha,1,99,88,0,21,,1.19,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
103,1,6,24,Martin,Smrček,Ing.,,38,scénárista,Praha,1,88,88,0,11,,0.62,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
104,1,6,25,Eliška,Štanclová,,,57,podnikatel,Praha,1,99,88,0,4,,0.22,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
105,1,6,26,Miroslav,Vaněk,Mgr.,,68,podnikatel,Praha,1,88,88,0,1,,0.05,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
106,1,6,27,Markéta,Šmídová,,,27,statistik,Praha,1,99,88,0,7,,0.39,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
107,1,6,28,Miroslav,Štancl,,,61,hasič,Praha,1,99,88,0,8,,0.45,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
108,1,6,29,Michal,Smetana,,,22,student VŠ,Praha,1,99,88,0,6,,0.34,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
109,1,6,30,Jiří,Šejbl,,,38,podnikatel,Praha,1,99,88,0,3,,0.17,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
110,1,6,31,Bohumil,Bína,,,60,podnikatel,Přelouč,575500,88,88,0,0,,0.0,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
111,1,6,32,Jiří,Zima,,,52,hudebník,Praha,1,99,88,0,3,,0.17,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
112,1,6,33,Zdeněk,Jakubáč,,,44,podnikatel,Praha,1,99,88,0,5,,0.28,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
113,1,6,34,Simona,Švihlíková,,,37,podnikatel,Kladno,532053,88,88,0,1,,0.05,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
114,1,6,35,Jiří,Valer,,,31,podnikatel,Praha,1,99,88,0,1,,0.05,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
115,1,6,36,Dagmar,Smrčková,,,52,podnikatel,Praha,1,88,88,0,1,,0.05,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
116,11,6,1,Zdeněk,Juračka,,,33,podnikatel,Břeclav,584291,99,88,0,90,,3.15,0,0,0,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,00000000000000,0,,0
