,VOLKRAJ,KSTRANA,PORCISLO,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST_x,POCHLASU,POCPROC,POCPROCVSE,MANDAT,PORADIMAND,PORADINAHR,VSTRANA,NAZEVCELK,NAZEV_STRK,ZKRATKAK30,ZKRATKAK8,POCSTRVKO,SLOZENI,STAVREG,PLATNOST_y,SLOZNEPLAT,POCMANDCR
205,2,21,15,Lenka,Jíchová,,,27.0,ošetřovatelka,Zdice,532011.0,47.0,47.0,0,1521,0.0,1.68,0,0,11,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
206,2,21,16,Tereza,Čechová Humpolcová,Mgr.,,26.0,učitelka,Tišice,535222.0,47.0,47.0,0,1191,0.0,1.31,0,0,12,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
207,2,21,17,Bohumil,Franta,,,48.0,vedoucí stavebnin,Olbramovice,530344.0,47.0,47.0,0,374,0.0,0.41,0,0,13,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
208,2,21,18,Ondřej,Kazík,Mgr.,,28.0,student,Mladá Boleslav,535419.0,47.0,47.0,0,975,0.0,1.07,0,0,14,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
209,2,21,19,Jaroslav,Svoboda,Bc.,,34.0,zdravotní bratr,Kladno,532053.0,47.0,47.0,0,1099,0.0,1.21,0,0,15,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
210,2,21,20,Jana,Šedivá Krulišová,,,41.0,sportovní masérka,Kutná Hora,533955.0,47.0,47.0,0,705,0.0,0.77,0,0,16,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
211,2,21,21,Ondřej,Hofmann,,,28.0,tajemník OV KSČM Rakovník,Rakovník,541656.0,47.0,47.0,0,1047,0.0,1.15,0,0,17,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
212,2,21,22,Dana,Kopecká,,,28.0,učitelka,Rožďalovice,537756.0,99.0,47.0,0,870,0.0,0.96,0,0,18,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
213,2,21,23,Kateřina,Pavlíková,,,39.0,dělnice,Nové Dvory,534242.0,47.0,47.0,0,1223,0.0,1.35,0,0,19,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
214,2,21,24,Rudolf,Fidler,,,39.0,městský strážník,Mělník,534676.0,47.0,47.0,0,659,0.0,0.72,0,0,20,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
215,2,21,25,Milan,Havlíček,RSDr.,,65.0,vydavatel a nakladatel,Divišov,529621.0,47.0,47.0,0,315,0.0,0.34,0,0,21,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
216,2,21,26,Václav,Hlinka,Ing.,,55.0,učitel,Sádek,541273.0,99.0,47.0,0,667,0.0,0.73,0,0,22,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
217,2,21,27,Martin,Krajdl,,,33.0,provozní technik,Roztoky,598526.0,47.0,47.0,0,277,0.0,0.3,0,0,23,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
218,2,21,28,David,Kváč,Ing.,,32.0,analytik,Lysá nad Labem,537454.0,47.0,47.0,0,602,0.0,0.66,0,0,24,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
219,2,21,29,Petr,Kvíz,,,31.0,finančník,Žleby,534668.0,47.0,47.0,0,383,0.0,0.42,0,0,25,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
220,2,21,30,Zuzana,Nekovářová,,,50.0,předsedkyně Finančního výboru,Všejany,536938.0,99.0,47.0,0,654,0.0,0.72,0,0,26,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
221,2,21,31,Rudolf,Peltan,JUDr.,,70.0,předseda OV KSČM Beroun,Zdice,532011.0,47.0,47.0,0,361,0.0,0.39,0,0,27,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
222,2,21,32,Michaela,Růžková,Ing.,Ph.D.,37.0,laborantka,Roztoky,539627.0,47.0,47.0,0,288,0.0,0.31,0,0,28,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
223,2,21,33,František,Švarc,,,61.0,předseda OV KSČM Kolín,Radim,533629.0,47.0,47.0,0,524,0.0,0.57,0,0,29,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
224,2,21,34,Richard,Fakenberg,,,30.0,programátor,Chrášťany,541818.0,47.0,47.0,0,327,0.0,0.36,0,0,30,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
225,10,21,1,Pavel,Kováčik,Ing.,,58.0,zemědělský inženýr,Hrotovice,590673.0,47.0,47.0,0,4153,9.39,9.39,1,1,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
226,10,21,2,Helena,Vrzalová,Mgr.,,43.0,právnička,Brtnice,586943.0,47.0,47.0,0,1935,0.0,4.37,0,0,1,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
227,10,21,3,Milan,Plodík,,,57.0,realitní makléř,Havlíčkův Brod,568414.0,47.0,47.0,0,1728,0.0,3.9,0,0,2,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
228,10,21,4,Jan,Slámečka,,,61.0,předseda Bezpečnostní komise,Bystřice nad Pernštejnem,595411.0,47.0,47.0,0,1522,0.0,3.44,0,0,3,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
229,10,21,5,Pavel,Hodáč,,,44.0,podnikatel,Pelhřimov,547492.0,47.0,47.0,0,671,0.0,1.51,0,0,4,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
230,10,21,6,Josef,Zahradníček,,,56.0,starosta obce Studenec,Studenec,591769.0,47.0,47.0,0,2338,5.28,5.28,1,2,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
231,10,21,7,Ladislav,Vejmělek,Ing.,,53.0,vedoucí účtárny,Jihlava,586846.0,47.0,47.0,0,685,0.0,1.54,0,0,5,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
232,10,21,8,Kamil,Vejvoda,,,41.0,tajemník OV KSČM Žďár n. Sáz.,Nížkov,596205.0,47.0,47.0,0,924,0.0,2.09,0,0,6,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
233,10,21,9,Pavel,Královec,Ing.,,49.0,starosta městyse Štoky,Štoky,569593.0,99.0,47.0,0,630,0.0,1.42,0,0,7,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
234,10,21,10,Jindřich,Hrdlička,,,50.0,směnový mistr,Humpolec,547999.0,47.0,47.0,0,670,0.0,1.51,0,0,8,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
235,10,21,11,Marek,Nevoral,,,37.0,bez. pr. Jaderné el. Dukovany,Vladislav,591904.0,47.0,47.0,0,1404,0.0,3.17,0,0,9,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
236,10,21,12,Irena,Lukášová,,,43.0,podnikatelka,Plandry,587702.0,47.0,47.0,0,305,0.0,0.69,0,0,10,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
237,10,21,13,Věra,Stočková,,,35.0,podnikatelka,Žďár nad Sázavou,595209.0,99.0,47.0,0,530,0.0,1.19,0,0,11,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
238,10,21,14,Jana,Bencová,,,22.0,studentka,Dolní Krupá,568597.0,47.0,47.0,0,922,0.0,2.08,0,0,12,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
239,10,21,15,Zdeněk,Semorád,,,61.0,nástrojař,Kamenice nad Lipou,548111.0,47.0,47.0,0,655,0.0,1.48,0,0,13,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
240,10,21,16,Drahoslav,Oulehla,JUDr.,,61.0,předseda Legislativního výboru,Dukovany,590576.0,47.0,47.0,0,1163,0.0,2.63,0,0,14,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
241,10,21,17,Petr,Vacek,,,30.0,dělník,Batelov,586862.0,47.0,47.0,0,877,0.0,1.98,0,0,15,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
242,10,21,18,Čestmír,Vitásek,,,39.0,klempíř,Žďár nad Sázavou,595209.0,99.0,47.0,0,736,0.0,1.66,0,0,16,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
243,10,21,19,Štefan,Nigoš,Ing.,,48.0,projektový manažer,Havlíčkův Brod,568414.0,47.0,47.0,0,403,0.0,0.91,0,0,17,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
244,10,21,20,Helena,Novotná,,,32.0,pojišťovací poradce,Pelhřimov,547492.0,47.0,47.0,0,506,0.0,1.14,0,0,18,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
245,6,21,1,Gabriela,Hubáčková,,,38.0,učitelka,Ústí nad Labem,554804.0,47.0,47.0,0,5923,8.61,8.61,1,1,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
246,6,21,3,Karel,Krčmárik,JUDr.,,65.0,právník obecního úřadu,Žatec,566985.0,47.0,47.0,0,2636,0.0,3.83,0,0,1,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
247,6,21,4,Václav,Šenkýř,Doc. Dr.,CSc.,72.0,podnikatel,Děčín,562335.0,47.0,47.0,0,1632,0.0,2.37,0,0,2,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
248,6,21,5,Jaroslav,Kohout,Bc.,,42.0,tajemník Městs.úřadu Klášterec,Klášterec nad Ohří,563129.0,47.0,47.0,0,2424,0.0,3.52,0,0,3,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
249,6,21,6,Josef,Šenfeld,Ing.,,51.0,zemědělský inženýr,Hoštka,564877.0,47.0,47.0,0,4397,6.39,6.39,1,2,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
250,6,21,7,Tomáš,Zíka,,,40.0,podnikatel,Dubí,567507.0,47.0,47.0,0,1614,0.0,2.34,0,0,4,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
251,6,21,8,Václav,Beneš,,,60.0,starosta obce Blatno,Blatno,566004.0,47.0,47.0,0,1478,0.0,2.14,0,0,5,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
252,6,21,9,Erika,Sedláčková,RSDr.,,58.0,místostarostka města Litvínov,Litvínov,567256.0,47.0,47.0,0,2170,0.0,3.15,0,0,6,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
253,6,21,10,František,Minárik,,,47.0,ved.lab.pro chem.a hut.výrobu,Ústí nad Labem,554804.0,47.0,47.0,0,1728,0.0,2.51,0,0,7,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
254,6,21,11,Soňa,Grochalová,,,53.0,tajemnice OV KSČM Litoměřice,Čížkovice,564711.0,47.0,47.0,0,2012,0.0,2.92,0,0,8,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
255,6,21,12,Ľudmila,Hodboďová,Mgr.,,49.0,učitelka,Malá Veleň,562700.0,47.0,47.0,0,1343,0.0,1.95,0,0,9,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
256,6,21,13,Vlastimil,Waic,,,51.0,vedoucí výroby,Chomutov,562971.0,47.0,47.0,0,1598,0.0,2.32,0,0,10,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
257,6,21,14,Aleš,Tallowitz,Bc.,,36.0,manažer,Bílina,567451.0,47.0,47.0,0,979,0.0,1.42,0,0,11,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
258,6,21,15,Jaroslava,Šamsová,Ing.,,62.0,podnikatelka,Ústí nad Labem,554804.0,47.0,47.0,0,586,0.0,0.85,0,0,12,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
259,6,21,16,Josef,Nétek,Ing.,,59.0,učitel,Lom,567264.0,47.0,47.0,0,1336,0.0,1.94,0,0,13,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
260,6,21,17,Alena,Mádlová,,,55.0,tajemnice OV KSČM Louny,Lenešice,566322.0,47.0,47.0,0,1470,0.0,2.13,0,0,14,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
261,6,21,18,Vlastimil,Lhoták,,,65.0,technik,Děčín,562335.0,47.0,47.0,0,961,0.0,1.39,0,0,15,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
262,6,21,19,Jaroslav,Cingel,,,61.0,"správce objektu, skladník",Jirkov,563099.0,47.0,47.0,0,255,0.0,0.37,0,0,16,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
263,6,21,20,Pavla,Čapková,,,38.0,finanční referent,Bohušovice nad Ohří,564591.0,47.0,47.0,0,626,0.0,0.91,0,0,17,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
264,6,21,21,Nataša,Schalková,,,58.0,ved. pokojských v Láz. Teplice,Teplice,567442.0,47.0,47.0,0,181,0.0,0.26,0,0,18,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
265,6,21,22,Jindřich,Dlouhý,,,64.0,jednatel společnosti,Žatec,566985.0,47.0,47.0,0,151,0.0,0.21,0,0,19,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
266,6,21,23,Jiří,Havel,,,37.0,zámečník,Želenice,567426.0,99.0,47.0,0,243,0.0,0.35,0,0,20,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
267,6,21,24,Miloslav,Buldra,,,55.0,provozní zámečník,Ústí nad Labem,554804.0,47.0,47.0,0,283,0.0,0.41,0,0,21,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
268,6,21,25,Václav,Dycka,Mgr.,,29.0,učitel,Litoměřice,564567.0,99.0,47.0,0,640,0.0,0.93,0,0,22,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
269,6,21,26,Martin,Stojan,,DiS.,40.0,strážník městské policie,Rumburk,562777.0,47.0,47.0,0,318,0.0,0.46,0,0,23,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
270,3,21,1,Vojtěch,Filip,JUDr.,,58.0,advokát,České Budějovice,544256.0,47.0,47.0,0,7551,14.75,14.75,1,1,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
271,3,21,2,Petr,Braný,RSDr.,,62.0,živnostník,České Budějovice,544256.0,47.0,47.0,0,2373,0.0,4.63,0,0,1,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
272,3,21,3,Alena,Nohavová,,,53.0,učitelka,Třeboň,547336.0,47.0,47.0,0,2984,5.82,5.82,1,2,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
273,3,21,4,Luboš,Dvořák,JUDr.,,56.0,právník,Vyšší Brod,545848.0,47.0,47.0,0,1758,0.0,3.43,0,0,2,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
274,3,21,5,Vilém,Klapsia,,,36.0,podnikatel,Zdíkov,550728.0,47.0,47.0,0,792,0.0,1.54,0,0,3,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
275,3,21,6,Ladislav,Šedivý,,,63.0,předseda OV KSČM Tábor,Tábor,552046.0,47.0,47.0,0,1396,0.0,2.72,0,0,4,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
276,3,21,7,Stanislav,Češka,,,47.0,starosta obce,Branice,549304.0,99.0,47.0,0,722,0.0,1.41,0,0,5,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
277,3,21,8,Blanka,Vykusová,Ing.,CSc.,55.0,projektová manažerka,Vodňany,551953.0,99.0,47.0,0,714,0.0,1.39,0,0,6,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
278,3,21,9,Radek,Nejezchleb,,,39.0,revizor Českých drah,Kunžak,546615.0,47.0,47.0,0,1168,0.0,2.28,0,0,7,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
279,3,21,10,Bohuslav,Mrázek,,,61.0,ekonom,Zliv,545341.0,47.0,47.0,0,455,0.0,0.88,0,0,8,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
280,3,21,11,Zdeněk,Straka,Ing.,,59.0,autodopravce,Lom,536822.0,99.0,47.0,0,282,0.0,0.55,0,0,9,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
281,3,21,12,Jaroslav,Doucha,,,42.0,řidič,Dolní Dvořiště,545465.0,99.0,47.0,0,613,0.0,1.19,0,0,10,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
282,3,21,13,Jana,Kozáková,,,59.0,vedoucí prodejny,Písek,549240.0,47.0,47.0,0,533,0.0,1.04,0,0,11,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
283,3,21,14,Vladimír,Klouda,Ing.,,62.0,lesník,Prachatice,550094.0,47.0,47.0,0,759,0.0,1.48,0,0,12,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
284,3,21,15,Petra,Ližanová,Mgr.,,35.0,vychovatelka,Jindřichův Hradec,545881.0,99.0,47.0,0,931,0.0,1.81,0,0,13,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
285,3,21,16,Růžena,Novotná,,,62.0,dispečerka,Tábor,552046.0,47.0,47.0,0,401,0.0,0.78,0,0,14,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
286,3,21,17,Jan,Pikous,Bc.,,22.0,student,České Budějovice,544256.0,47.0,47.0,0,1072,0.0,2.09,0,0,15,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
287,3,21,18,Vítězslava,Baborová,Mgr.,,59.0,učitelka,Radomyšl,551660.0,47.0,47.0,0,1735,0.0,3.38,0,0,16,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
288,3,21,19,Radka,Bulantová,,,34.0,zdravotní sestra,Slavonice,547166.0,47.0,47.0,0,1416,0.0,2.76,0,0,17,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
289,3,21,20,Josef,Válek,Ing.,,66.0,systémový technik,Bechyně,552054.0,47.0,47.0,0,270,0.0,0.52,0,0,18,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
290,3,21,21,Stanislav,Sedláček,,,66.0,technik,Sepekov,549843.0,47.0,47.0,0,494,0.0,0.96,0,0,19,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
291,3,21,22,Tomeš,Vytiska,JUDr.,,58.0,člen Rady Jihočeského kraje,Jindřichův Hradec,545881.0,47.0,47.0,0,1460,0.0,2.85,0,0,20,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
292,7,21,1,Stanislav,Mackovík,Bc.,,46.0,ředitel Zdrav.záchranné služby,Pertoltice pod Ralskem,514276.0,47.0,47.0,0,4762,16.34,16.34,1,1,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
293,7,21,2,František,Pešek,Ing.,,67.0,konstruktér,Jablonec nad Nisou,563510.0,47.0,47.0,0,1072,0.0,3.67,0,0,3,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
294,7,21,3,Věra,Skřivánková,Mgr.,,59.0,právnička,Liberec,563889.0,99.0,47.0,0,1138,0.0,3.9,0,0,4,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
295,7,21,4,Jaroslav,Havelka,Mgr.,,62.0,podnikatel,Liberec,563889.0,47.0,47.0,0,585,0.0,2.0,0,0,5,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
296,7,21,5,Lukáš,Čížek,,,34.0,předseda OV KSČM Semily,Semily,576964.0,47.0,47.0,0,1592,5.46,5.46,0,0,2,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
297,7,21,6,Oldřich,Panc,,,48.0,vedoucí odd. České pošty,Česká Lípa,561380.0,47.0,47.0,0,1210,0.0,4.15,0,0,6,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
298,7,21,7,Alena,Košťáková,,,59.0,sociální pracovnice,Turnov,577626.0,47.0,47.0,0,599,0.0,2.05,0,0,7,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
