,VOLKRAJ,KSTRANA,PORCISLO,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST_x,POCHLASU,POCPROC,POCPROCVSE,MANDAT,PORADIMAND,PORADINAHR,VSTRANA,NAZEVCELK,NAZEV_STRK,ZKRATKAK30,ZKRATKAK8,POCSTRVKO,SLOZENI,STAVREG,PLATNOST_y,SLOZNEPLAT,POCMANDCR
10,14,21,12,Bronislav,Koňařík,Mgr.,,39.0,učitel,Rýmařov,597783.0,99.0,47.0,0,1129,0.0,1.16,0,0,8,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
11,14,21,13,Ivana,Michálková,Mgr.,,51.0,vedoucí oddělení,Ostrava,4.0,99.0,47.0,0,727,0.0,0.75,0,0,9,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
12,14,21,14,Radim,Hyvnar,Ing.,,36.0,manažer,Kopřivnice,599565.0,99.0,47.0,0,631,0.0,0.65,0,0,10,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
13,14,21,15,Alena,Grosová,Mgr.,,49.0,učitelka,Vítkov,511021.0,47.0,47.0,0,1443,0.0,1.48,0,0,11,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
14,14,21,16,Monika,Havlíčková,Bc.,,45.0,ekonomický a organizač.poradce,Havířov,555088.0,47.0,47.0,0,1138,0.0,1.17,0,0,12,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
15,14,21,17,Pavel,Bačgoň,,,60.0,předseda OV KSČM Bruntál,Bruntál,597180.0,47.0,47.0,0,1296,0.0,1.33,0,0,13,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
16,14,21,18,Dagmar,Valášková,,,42.0,projektová manažerka,Staré Hamry,598747.0,99.0,47.0,0,736,0.0,0.75,0,0,14,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
17,14,21,19,Ivan,Žárský,Mgr.,,38.0,učitel,Odry,599701.0,47.0,47.0,0,1501,0.0,1.54,0,0,15,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
18,14,21,20,Yveta,Sekeráková,,,48.0,referent,Ostrava,4.0,47.0,47.0,0,774,0.0,0.79,0,0,16,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
19,14,21,21,Jaroslav,Čech,,,56.0,provozní elektrikář,Opava,505927.0,47.0,47.0,0,1547,0.0,1.59,0,0,17,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
20,14,21,22,Eduard,Heczko,Ing.,,65.0,náměstek primátora,Havířov,555088.0,47.0,47.0,0,1543,0.0,1.59,0,0,18,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
21,14,21,23,Břetislav,Suchomel,Mgr.,,44.0,pedagog domu dětí,Krnov,597520.0,99.0,47.0,0,890,0.0,0.91,0,0,19,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
22,14,21,24,Svatomír,Recman,Ing. RSDr.,,60.0,náměstek hejtmana MS kraje,Frýdek-Místek,598003.0,47.0,47.0,0,2142,0.0,2.21,0,0,20,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
23,14,21,25,Kateřina,Křenková,MVDr.,,51.0,starostka obce Bartošovice,Bartošovice,599212.0,47.0,47.0,0,1063,0.0,1.09,0,0,21,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
24,14,21,26,Jan,Kotala,,,32.0,obchodní referent,Ostrava,4.0,47.0,47.0,0,860,0.0,0.88,0,0,22,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
25,14,21,27,Vlastimil,Kupka,Bc.,,55.0,učitel autoškoly,Kyjovice,512907.0,47.0,47.0,0,390,0.0,0.4,0,0,23,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
26,14,21,28,Henryk,Małysz,,,36.0,referent,Horní Suchá,552739.0,47.0,47.0,0,961,0.0,0.99,0,0,24,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
27,14,21,29,Boris,Richter,Bc.,,53.0,pracovník sociálních služeb,Fryčovice,598135.0,47.0,47.0,0,716,0.0,0.73,0,0,25,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
28,14,21,30,Martin,Špalek,,,41.0,zámečník,Město Albrechtice,597635.0,47.0,47.0,0,1953,0.0,2.01,0,0,26,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
29,14,21,31,Tomáš,Dener,Ing.,,62.0,zootechnik,Bílovec,599247.0,47.0,47.0,0,376,0.0,0.38,0,0,27,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
30,14,21,32,Tomaš,Gallik,,,51.0,horník,Karviná,598917.0,47.0,47.0,0,1967,0.0,2.03,0,0,28,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
31,14,21,33,Justina,Kamená,Ing.,,58.0,ředitelka účetní firmy,Ostrava,4.0,47.0,47.0,0,415,0.0,0.42,0,0,29,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
32,14,21,34,Gustav,Pilch,Ing.,,62.0,ředitel agrospolečnosti,Třinec,598810.0,99.0,47.0,0,528,0.0,0.54,0,0,30,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
33,14,21,35,Pavel,Nečas,,,57.0,umělecký štukatér,Budišov nad Budišovkou,506460.0,47.0,47.0,0,382,0.0,0.39,0,0,31,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
34,14,21,36,Petr,Paláček,Ing.,,34.0,technik požární ochrany,Opava,505927.0,47.0,47.0,0,1218,0.0,1.25,0,0,32,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
35,6,21,2,Hana,Aulická Jírovcová,Ing.,,32.0,ved.odd.výkaz.zdrav.péče Kr.zd,Most,567027.0,47.0,47.0,0,4359,6.33,6.33,1,3,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
36,9,21,5,Jaroslav,Fišer,RSDr.,,61.0,pracovník ÚV KSČM,Ústí nad Orlicí,579891.0,47.0,47.0,0,1501,0.0,4.01,0,0,3,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
37,12,21,1,Alexander,Černý,RSDr.,,60.0,předseda Okresního výboru KSČM,Olomouc,500496.0,47.0,47.0,0,3159,6.08,6.08,1,1,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
38,14,21,1,Miroslav,Opálka,RSDr.,,61.0,finanční poradce,Opava,505927.0,47.0,47.0,0,5912,6.1,6.1,1,2,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
39,8,21,1,Soňa,Marková,Mgr.,,50.0,pedagožka,Náchod,573868.0,47.0,47.0,0,3229,8.37,8.37,1,1,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
40,8,21,2,Zdeněk,Ondráček,JUDr. PhDr.,Ph.D.,44.0,zástup. ředitele střední školy,Trutnov,579025.0,47.0,47.0,0,2999,7.77,7.77,1,2,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
41,8,21,3,Pavel,Janeček,Ing.,,30.0,ekonom,Kramolna,574546.0,47.0,47.0,0,1612,0.0,4.18,0,0,1,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
42,8,21,4,Jiří,Baudyš,Ing.,,38.0,stavební projektant,Hradec Králové,569810.0,99.0,47.0,0,1084,0.0,2.81,0,0,2,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
43,8,21,5,Věra,Žižková,Mgr.,,60.0,učitelka,Kostelec nad Orlicí,576361.0,47.0,47.0,0,918,0.0,2.38,0,0,3,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
44,8,21,6,Václav,Ort,JUDr.,,61.0,podnikatel,Sobotka,573493.0,99.0,47.0,0,710,0.0,1.84,0,0,4,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
45,8,21,7,Ondřej,Bezděk,Mgr.,,28.0,asistent poslance EP,Trutnov,579025.0,99.0,47.0,0,830,0.0,2.15,0,0,5,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
46,8,21,8,Lenka,Fialová,,DiS.,46.0,manažerka obchodu a služeb,Hradec Králové,569810.0,99.0,47.0,0,574,0.0,1.48,0,0,6,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
47,8,21,9,Josef,Lukášek,PaedDr.,,61.0,člen Rady Královéhrad. kraje,Bystré,576166.0,47.0,47.0,0,1188,0.0,3.08,0,0,7,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
48,8,21,10,Hana,Coufalová,,,37.0,řidička autobusu,Nová Paka,573248.0,47.0,47.0,0,1552,0.0,4.02,0,0,8,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
49,8,21,11,Zdeňka,Šárová,Bc.,,39.0,sociální konzultantka,Jaroměř,574121.0,99.0,47.0,0,586,0.0,1.51,0,0,9,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
50,8,21,12,Martina,Rambousková,,,38.0,dělnice,Doubravice,535664.0,47.0,47.0,0,1027,0.0,2.66,0,0,10,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
51,8,21,13,Táňa,Šormová,Mgr.,,57.0,členka Rady Královéhr. kraje,Hradec Králové,569810.0,99.0,47.0,0,680,0.0,1.76,0,0,11,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
52,8,21,14,Václav,Šmatolán,,,54.0,podnikatel,Hořice,572926.0,47.0,47.0,0,383,0.0,0.99,0,0,12,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
53,8,21,15,Milan,Novák,JUDr.,,60.0,právník,Rychnov nad Kněžnou,576069.0,47.0,47.0,0,767,0.0,1.98,0,0,13,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
54,8,21,16,Josef,Dušek,,,42.0,předseda odborové organizace,Náchod,573868.0,99.0,47.0,0,548,0.0,1.42,0,0,14,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
55,8,21,17,Zdeněk,Hladík,,,59.0,strojní seřizovač,Dvůr Králové nad Labem,579203.0,47.0,47.0,0,703,0.0,1.82,0,0,15,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
56,8,21,18,Lubomír,Štěpán,Ing.,,59.0,projektant,Hradec Králové,569810.0,47.0,47.0,0,650,0.0,1.68,0,0,16,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
57,8,21,19,Petr,Typlt,,,46.0,dělník,Jičín,572659.0,47.0,47.0,0,1077,0.0,2.79,0,0,17,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
58,8,21,20,Zdeněk,Plachetka,JUDr.,,62.0,advokát,Byzhradec,576174.0,47.0,47.0,0,597,0.0,1.54,0,0,18,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
59,1,21,1,Marta,Semelová,Mgr.,,53.0,pedagožka,Praha,1.0,47.0,47.0,0,3291,6.58,6.58,1,2,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
60,1,21,2,Jiří,Dolejš,Ing.,,52.0,ekonom,Praha,1.0,47.0,47.0,0,8219,16.44,16.44,1,1,0,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
61,1,21,3,Dagmar,Gušlbauerová,,,60.0,samostatný referent,Praha,1.0,47.0,47.0,0,1099,0.0,2.19,0,0,1,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
62,1,21,4,Milan,Krajča,,,30.0,rodičovská dovolená,Praha,1.0,47.0,47.0,0,1436,0.0,2.87,0,0,2,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
63,1,21,5,Ludvík,Šulda,,BBA,34.0,ekonom,Praha,1.0,47.0,47.0,0,1421,0.0,2.84,0,0,3,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
64,1,21,6,Ivan,Hrůza,JUDr.,,59.0,podnikový právník,Praha,1.0,47.0,47.0,0,1511,0.0,3.02,0,0,4,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
65,1,21,7,Lubomír,Ledl,JUDr.,,61.0,ředitel obchodní společnosti,Praha,1.0,74.0,47.0,0,862,0.0,1.72,0,0,5,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
66,1,21,8,Jiří,Horák,PhDr.,CSc.,60.0,ředitel obchodní společnosti,Praha,1.0,47.0,47.0,0,506,0.0,1.01,0,0,6,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
67,1,21,9,Marcela,Fraňková,,,51.0,referentka právních činností,Praha,1.0,47.0,47.0,0,621,0.0,1.24,0,0,7,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
68,1,21,10,Josef,Gottwald,,,42.0,předseda Obvodního výboru KSČM,Nemojany,593397.0,47.0,47.0,0,1042,0.0,2.08,0,0,8,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
69,1,21,11,Pavel,Ambrož,,,55.0,odborný referent,Praha,1.0,47.0,47.0,0,317,0.0,0.63,0,0,9,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
70,1,21,12,Milan,Macek,RNDr.,CSc.,56.0,ředitel střední školy,Praha,1.0,47.0,47.0,0,999,0.0,1.99,0,0,10,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
71,1,21,13,Jaromír,Petelík,Mgr.,,30.0,poradce v mezinár. vztazích,Praha,1.0,47.0,47.0,0,966,0.0,1.93,0,0,11,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
72,1,21,14,Lenka,Šimůnková,,,23.0,poštovní úřednice,Praha,1.0,47.0,47.0,0,1223,0.0,2.44,0,0,12,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
73,1,21,15,František,Hoffman,JUDr.,,62.0,předseda Kontrolního výboru,Praha,1.0,47.0,47.0,0,663,0.0,1.32,0,0,13,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
74,1,21,16,Helena,Briardová,PhDr.,,66.0,novinářka,Praha,1.0,47.0,47.0,0,350,0.0,0.7,0,0,14,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
75,1,21,17,Karel,Skoupil,,,60.0,krizový manažer,Praha,1.0,47.0,47.0,0,148,0.0,0.29,0,0,15,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
76,1,21,18,František,Beneš,Ing.,CSc.,69.0,šéfredaktor časopisu,Praha,1.0,47.0,47.0,0,738,0.0,1.47,0,0,16,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
77,1,21,19,Jana,Čunátová,Ing.,,68.0,předsedkyně Kontrolního výboru,Praha,1.0,47.0,47.0,0,428,0.0,0.85,0,0,17,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
78,1,21,20,Jiří,Hudeček,prof. RNDr.,CSc.,59.0,univerzitní profesor,Praha,1.0,74.0,47.0,0,934,0.0,1.86,0,0,18,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
79,1,21,21,Miroslava,Moučková,PhDr.,,59.0,"novinářka, předs. Kontr.výboru",Praha,1.0,47.0,47.0,0,650,0.0,1.3,0,0,19,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
80,1,21,22,Suzana,Exnerová,,,69.0,programátorka,Praha,1.0,99.0,47.0,0,228,0.0,0.45,0,0,20,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
81,1,21,23,Tomáš,Kotek,,,40.0,řidič,Praha,1.0,47.0,47.0,0,895,0.0,1.79,0,0,21,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
82,1,21,24,Vladimír,Chaloupka,,,55.0,zaměst. advokátní kanceláře,Praha,1.0,47.0,47.0,0,169,0.0,0.33,0,0,22,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
83,1,21,25,Ladislav,Šafránek,Mgr. Ing.,"CSc., MBA",67.0,ekonom,Praha,1.0,47.0,47.0,0,311,0.0,0.62,0,0,23,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
84,1,21,26,Jiří,Štainc,Mgr.,,32.0,historik,Praha,1.0,47.0,47.0,0,858,0.0,1.71,0,0,24,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
85,1,21,27,Vít,Kyselý,Ing.,,50.0,podnikatel,Praha,1.0,99.0,47.0,0,191,0.0,0.38,0,0,25,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
86,1,21,28,Petr,Šimša,,,40.0,pracovník ÚV KSČM,Jičín,572659.0,47.0,47.0,0,257,0.0,0.51,0,0,26,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
87,1,21,29,Milan,Neubert,RNDr.,,58.0,ředitel výzkumné organizace,Praha,1.0,74.0,47.0,0,305,0.0,0.61,0,0,27,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
88,1,21,30,Jaroslav,Kvapil,Bc.,DiS.,35.0,"učitel, nutriční terapeut",Vysoké Mýto,581186.0,47.0,47.0,0,432,0.0,0.86,0,0,28,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
89,1,21,31,Roman,Janouch,Mgr.,,40.0,novinář,Praha,1.0,47.0,47.0,0,517,0.0,1.03,0,0,29,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
90,1,21,32,Karel,Hošek,RSDr.,,68.0,bezpečnostní poradce,Praha,1.0,47.0,47.0,0,68,0.0,0.13,0,0,30,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
91,1,21,33,František,Lojda,,,59.0,technik údržby,Praha,1.0,47.0,47.0,0,162,0.0,0.32,0,0,31,47,Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,00000000000000,0,,33.0
