,BYDLISTEK,BYDLISTEN,ESTRANA,JMENO,MANDAT,NSTRANA,PLATNOST_x,POCHLASU,POCPROC,POCPROCVSE,PORADIMAND,PORADINAHR,PORCISLO,POVOLANI,PRIJMENI,PSTRANA,STATOBCAN,TITULPRED,TITULZA,VEK,NAZEVCELK,NAZEV_STRE,PLATNOST_y,POCMANDCR,POCSTRVKO,SLOZENI,STAVREG,VSTRANA,ZKRATKAE30,ZKRATKAE8
718,563099,Jirkov,28,Miloslav,0,9,0,50,0,0,0,0,20,obráběč kovů,Nádeník,99,CZ,,,53,Nezávislá iniciativa (NEI),Nezávislá iniciativa (NEI),0,0,1,009,0,9,Nezávislá iniciativa (NEI),NI(NEI)
719,1,Praha,28,Vladimír,0,9,0,7,0,0,0,0,21,finanční poradce,Kondrk,9,CZ,,,44,Nezávislá iniciativa (NEI),Nezávislá iniciativa (NEI),0,0,1,009,0,9,Nezávislá iniciativa (NEI),NI(NEI)
720,567507,Dubí,28,Jiří,0,9,0,46,0,0,0,0,22,technik,Drška,99,CZ,,,58,Nezávislá iniciativa (NEI),Nezávislá iniciativa (NEI),0,0,1,009,0,9,Nezávislá iniciativa (NEI),NI(NEI)
721,1,Praha,28,Petr,0,9,0,17,0,0,0,0,23,prodavač,Vylít,99,CZ,,,32,Nezávislá iniciativa (NEI),Nezávislá iniciativa (NEI),0,0,1,009,0,9,Nezávislá iniciativa (NEI),NI(NEI)
722,1,Praha,28,Lucie,0,9,0,188,0,0,0,0,24,prodavačka,Malcová,99,CZ,,,25,Nezávislá iniciativa (NEI),Nezávislá iniciativa (NEI),0,0,1,009,0,9,Nezávislá iniciativa (NEI),NI(NEI)
723,567442,Teplice,28,Jan,0,9,0,61,0,0,0,0,25,studující,Jirásek,99,CZ,,,23,Nezávislá iniciativa (NEI),Nezávislá iniciativa (NEI),0,0,1,009,0,9,Nezávislá iniciativa (NEI),NI(NEI)
724,1,Praha,28,Jiří,0,9,0,56,0,0,0,0,26,producent,Opršal,99,CZ,,,28,Nezávislá iniciativa (NEI),Nezávislá iniciativa (NEI),0,0,1,009,0,9,Nezávislá iniciativa (NEI),NI(NEI)
725,1,Praha,29,Jaroslav,0,155,0,128,0,0,0,0,1,podnikatel,Valenta,99,CZ,Ing.,CSc.,47,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
726,564877,Hoštka,29,Pavel,0,155,0,73,0,0,0,0,2,podnikatel,Marek,155,CZ,,,50,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
727,1,Praha,29,Eva,0,155,0,67,0,0,0,0,3,placená předsed.polit.strany,Morávková,155,CZ,,,25,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
728,584495,Hustopeče,29,Leoš,0,155,0,42,0,0,0,0,4,obchodník ve farmacii,Götzinger,155,CZ,Ing.,,34,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
729,1,Praha,29,Jan,0,155,0,22,0,0,0,0,5,podnikatel,Štěpánek,99,CZ,Ing.,,47,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
730,1,Praha,29,Tomáš,0,155,0,90,0,0,0,0,6,programátor,Slabý,155,CZ,,,23,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
731,599051,Bohumín,29,Lumír,0,155,0,29,0,0,0,0,7,živnostník,Drobek,99,CZ,,,40,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
732,1,Praha,29,Daniel,0,155,0,137,0,0,0,0,8,záchranář,Vagenknecht,99,CZ,,,27,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
733,1,Praha,29,Eva,0,155,0,44,0,0,0,0,9,majitelka účetní firmy,Marková,155,CZ,,,36,SVOBODNÍ,SVOBODNÍ,0,0,1,155,0,155,SVOBODNÍ,S
734,1,Blackrock,30,Viktor,0,160,0,854,0,0,0,0,1,podnikatel,Kožený,160,IE,,,40,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
735,539252,Hradištko,30,Helmut,0,160,0,149,0,0,0,0,2,podnikatel,Gänsel,160,CZ,,,69,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
736,511382,Přerov,30,Vítězslav,0,160,0,41,0,0,0,0,3,učitel,Mádr,160,CZ,Mgr.,,56,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
737,593711,Znojmo,30,Vojtěch,0,160,0,36,0,0,0,0,4,podnikatel,Stanley,160,CZ,Ing.,,56,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
738,539066,Zeleneč,30,Petr,0,160,0,20,0,0,0,0,5,podnikatel,Koutek,160,CZ,Ing.,,39,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
739,511382,Přerov,30,Naďa,0,160,0,85,0,0,0,0,6,švadlena,Bednárková,160,CZ,,,22,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
740,554481,Cheb,30,Tomáš,0,160,0,14,0,0,0,0,7,podnikatel,Toncar,160,CZ,,,51,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
741,553794,Klenčí pod Čerchovem,30,Jaroslav,0,160,0,19,0,0,0,0,8,podnikatel,Dolhý,160,CZ,,,37,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
742,565971,Louny,30,Zdeněk,0,160,0,15,0,0,0,0,9,podnikatel,Mašek,160,CZ,,,38,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
743,552640,Řeka,30,Věra,0,160,0,13,0,0,0,0,10,kuchařka,Olszarová,160,CZ,,,51,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
744,1,Praha,30,Ivo,0,160,0,18,0,0,0,0,11,ředitel,Mlátilík,160,CZ,,,43,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
745,598810,Třinec,30,Radek,0,160,0,17,0,0,0,0,12,podnikatel,Krejza,160,CZ,,,40,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
746,561380,Česká Lípa,30,Michal,0,160,0,31,0,0,0,0,13,obchodní ředitel,Vencovský,160,CZ,,,37,"""Viktor Kožený - Občanská federální demokracie""","""Viktor Kožený - Občanská federální demokracie""",0,0,1,160,0,160,"""V.Kožený-Občan.feder.demokr.""","""OFD"""
747,3,Brno,31,Miroslav,0,127,0,6210,0,0,0,0,1,předseda politické strany RMS,Sládek,127,CZ,PhDr.,,53,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
748,577472,Rovensko p.Troskami,31,František,0,127,0,695,0,0,0,0,2,farář Římskokatolické církve,Kocman,99,CZ,ThMgr.,,67,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
749,568414,Havlíčkův Brod,31,Josef,0,127,0,573,0,0,0,0,3,místopředseda RMS,Valenta,127,CZ,,,53,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
750,562823,Staré Křečany,31,Jiří,0,127,0,115,0,0,0,0,4,majitel tiskárny,Mänzel,99,CZ,,,36,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
751,564028,Frýdlant,31,Jaroslav,0,127,0,126,0,0,0,0,5,"podnikatel, tajemník RMS",Kopecký,127,CZ,,,47,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
752,597961,Vrbno pod Pradědem,31,Cyril,0,127,0,90,0,0,0,0,6,"podnikatel, místopředseda RMS",Malec,127,CZ,,,56,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
753,561649,Lčovice,31,Jindřiška,0,127,0,209,0,0,0,0,7,výtvarnice,Nazarská,127,CZ,Mgr.,,39,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
754,3,Brno,31,Zdeněk,0,127,0,144,0,0,0,0,8,finanční a organizační poradce,Lang,99,CZ,JUDr.,,59,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
755,570826,Kosmonosy,31,Ljulin,0,127,0,66,0,0,0,0,9,"podnikatel,vedoucí sekret. RMS",Christov,127,CZ,,,62,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
756,544256,České Budějovice,31,Vladimír,0,127,0,74,0,0,0,0,10,lékař,Vaňata,127,CZ,MUDr.,,81,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
757,500496,Olomouc,31,Roman,0,127,0,90,0,0,0,0,11,podnikatel,Sláma,11,CZ,,,41,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
758,4,Ostrava,31,Taťána,0,127,0,105,0,0,0,0,12,lékařka,Frýblová,99,CZ,MUDr.,CSc.,60,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
759,1,Praha,31,Zdeněk,0,127,0,107,0,0,0,0,13,"starožitník, místopředseda RMS",Krampera,127,CZ,,,52,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
760,4,Ostrava,31,Václav,0,127,0,170,0,0,0,0,14,učitel,Komárek,127,CZ,Mgr.,,60,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
761,562971,Chomutov,31,Dana,0,127,0,114,0,0,0,0,15,zdravotní sestra -specialistka,Marschová,99,CZ,,,47,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
762,568414,Havlíčkův Brod,31,Luboš,0,127,0,70,0,0,0,0,16,psycholog,Novotný,99,CZ,Mgr.,,46,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
763,593711,Znojmo,31,Michael,0,127,0,75,0,0,0,0,17,středoškolský profesor,Straka,99,CZ,PhDr.,,54,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
764,534951,Kralupy nad Vltavou,31,Vladimír,0,127,0,58,0,0,0,0,18,lékař,Veselý,99,CZ,MUDr.,,58,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
765,563889,Liberec,31,František,0,127,0,85,0,0,0,0,19,majitel firmy Pafaas,Pavlišta,11,CZ,,,31,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
766,539911,Příbram,31,Jaroslav,0,127,0,57,0,0,0,0,20,horník,Dupák,127,CZ,,,48,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
767,1,Praha,31,Vilém,0,127,0,10,0,0,0,0,21,"spojový mechanik, olympionik",Švajda,127,CZ,,,60,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
768,589250,Prostějov,31,Oldřich,0,127,0,25,0,0,0,0,22,"inv. důch., předseda OO RMS",Vrcha,127,CZ,,,60,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
769,545392,Český Krumlov,31,Michael,0,127,0,32,0,0,0,0,23,podnikatel,Baťka,127,CZ,Ing.,,33,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
770,547794,Hodonín,31,Ria,0,127,0,82,0,0,0,0,24,zdravotní sestra,Otrubová,99,CZ,,,30,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
771,534676,Mělník,31,Ivo,0,127,0,27,0,0,0,0,25,podnikatel,Vlk,127,CZ,,,63,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
772,531235,Hvozdec,31,Jindřich,0,127,0,34,0,0,0,0,26,starosta obce,Vaňata,127,CZ,,,60,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
773,561231,Sulislav,31,Václav,0,127,0,16,0,0,0,0,27,technik,Capouch,127,CZ,,,60,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
774,597180,Bruntál,31,Karel,0,127,0,70,0,0,0,0,28,učitel,Mašlík,127,CZ,Mgr.,,36,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
775,560235,Veselá,31,Marie,0,127,0,9,0,0,0,0,29,podnikatelka,Dlouhá,99,CZ,,,53,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
776,563129,Klášterec nad Ohří,31,Vladimír,0,127,0,39,0,0,0,0,30,montér,Cekota,127,CZ,,,40,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
777,574121,Jaroměř,31,Zdeněk,0,127,0,86,0,0,0,0,31,technik,Stolin,127,CZ,Ing.,,25,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
778,505927,Opava,31,Milan,0,127,0,81,0,0,0,0,32,řidič,Veselý,127,CZ,,,49,Republikáni Miroslava Sládka,Republikáni Miroslava Sládka,0,0,1,127,0,127,Republikáni Miroslava Sládka,RMS
779,1,Praha,32,Vladimír,1,88,0,62638,32.79,32.79,2,0,1,senátor,Železný,99,CZ,PhDr.,,59,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
780,1,Praha,32,Jana,1,88,0,99368,52.01,52.01,1,0,2,novinářka,Bobošíková,99,CZ,Ing.,,39,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
781,579203,Dvůr Králové n.Labem,32,Dana,0,88,0,10091,5.28,5.28,0,1,3,ředitelka ZOO,Holečková,99,CZ,RNDr.,,46,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
782,500496,Olomouc,32,Jiří,0,88,0,1456,0,.76,0,2,4,VŠ pedagog,Vrba,99,CZ,PhDr.,CSc.,65,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
783,2,Plzeň,32,Václav,0,88,0,992,0,.51,0,3,5,ředitel ČOI,Havlík,99,CZ,JUDr.,,63,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
784,566985,Žatec,32,Jiří,0,88,0,428,0,.22,0,4,6,starosta,Farkota,88,CZ,Ing.,,57,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
785,563889,Liberec,32,Miroslav,0,88,0,1145,0,.59,0,5,7,lékař,Samek,88,CZ,MUDr.,,50,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
786,4,Ostrava,32,Otakar,0,88,0,377,0,.19,0,6,8,herec,Prajzner,99,CZ,,,58,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
787,3,Brno,32,Petr,0,88,0,621,0,.32,0,7,9,starosta městské části,Hudlík,88,CZ,,,49,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
788,593711,Znojmo,32,Rostislav,0,88,0,582,0,.3,0,8,10,dopravní expert,Koníček,88,CZ,Ing.,PhD.,53,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
789,1,Praha,32,Roman,0,88,0,2895,0,1.51,0,9,11,sportovec,Málek,99,CZ,,,26,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
790,583251,Kuřim,32,Ladislav,0,88,0,290,0,.15,0,10,12,starosta,Ambrož,99,CZ,Mgr.,,55,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
791,539741,Štěnovický Borek,32,Lucie,0,88,0,922,0,.48,0,11,13,novinářka,Černá Šternerová,88,CZ,,,37,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
792,555134,Pardubice,32,Stanislav,0,88,0,372,0,.19,0,12,14,soudní znalec,Baťa,88,CZ,Ing.,,62,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
793,599069,Orlová,32,Zbigniew,0,88,0,246,0,.12,0,13,15,lékař,Michalek,88,CZ,MUDr.,,58,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
794,585068,Zlín,32,Petr,0,88,0,306,0,.16,0,14,16,podnikatel,Mrázek,88,CZ,Ing.,,56,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
795,563889,Liberec,32,Jan,0,88,0,292,0,.15,0,15,17,učitel,Technik,88,CZ,Ing.,,56,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
796,598968,Dolní Lutyně,32,Jan,0,88,0,123,0,.06,0,16,18,místostarosta,Fismol,88,CZ,Bc.,,57,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
797,546518,Loučná pod Klínovcem,32,Jan,0,88,0,95,0,.04,0,17,19,podnikatel,Fuka,88,CZ,,,51,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
798,585068,Zlín,32,Eva,0,88,0,319,0,.16,0,18,20,učitelka,Koutná,88,CZ,Mgr.,,50,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
799,3,Brno,32,Miloš,0,88,0,108,0,.05,0,19,21,místostarosta městské části,Veselý,88,CZ,Ing.,,55,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
800,598003,Frýdek-Místek,32,Tomáš,0,88,0,260,0,.13,0,20,22,technik,Krtek,88,CZ,Ing.,,35,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
801,554961,Karlovy Vary,32,Václav,0,88,0,122,0,.06,0,21,23,podnikatel,Vlasatý,88,CZ,,,45,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
802,568414,Havlíčkův Brod,32,Ivana,0,88,0,194,0,.1,0,22,24,referent obrany,Břízová,99,CZ,Ing.,,41,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
803,555134,Pardubice,32,Robert,0,88,0,492,0,.25,0,23,25,VŠ pedagog,Baťa,99,CZ,Ing.,,29,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
804,598810,Třinec,32,Zbigniew,0,88,0,108,0,.05,0,24,26,podnikatel,Chodura,88,CZ,Ing.,,38,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
805,555215,Jáchymov,32,Martin,0,88,0,37,0,.01,0,25,27,podnikatel,Bezouška,88,CZ,,,40,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
806,593711,Znojmo,32,Rostislav,0,88,0,275,0,.14,0,26,28,výpravčí,Koníček,88,CZ,Ing.,,26,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
807,591181,Moravské Budějovice,32,Karel,0,88,0,90,0,.04,0,27,29,komerční pracovník,Košař,99,CZ,,,29,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
808,599069,Orlová,32,Petr,0,88,0,264,0,.13,0,28,30,učitel,Sobol,88,CZ,Mgr.,,43,NEZÁVISLÍ,NEZÁVISLÍ,0,2,1,088,0,88,NEZÁVISLÍ,NEZ
