,VOLKRAJ,KSTRANA,PORCISLO,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST_x,POCHLASU,POCPROC,POCPROCVSE,MANDAT,PORADIMAND,PORADINAHR,VSTRANA,NAZEVCELK,NAZEV_STRK,ZKRATKAK30,ZKRATKAK8,POCSTRVKO,SLOZENI,STAVREG,PLATNOST_y,SLOZNEPLAT,POCMANDCR
437,9,14,2,Miroslava,Zavřelová,Mgr.,,53.0,makléřka,Deblín,582948.0,99.0,723.0,0,3,0.0,1.29,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
438,9,14,3,Jitka,Váňová,,,37.0,ošetřovatelka,Morašice,571873.0,99.0,723.0,0,20,0.0,8.65,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
439,9,14,5,Jaroslav,Zelenka,,,26.0,strojař,Ledeč nad Sázavou,568988.0,99.0,723.0,0,18,0.0,7.79,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
440,9,14,6,Vlastimil,Hospodka,,,40.0,zámečník,Chotěboř,568759.0,99.0,723.0,0,24,0.0,10.38,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
441,9,14,7,Petra,Přikrylová,,,37.0,kuchařka,Kroměříž,588296.0,99.0,723.0,0,27,0.0,11.68,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
442,4,14,1,Jakub,Voráček,Bc.,Dis.,26.0,student,Brno,3.0,99.0,723.0,0,11,0.0,5.39,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
443,4,14,2,Helena,Urbanová,,,43.0,uklízečka,Otrokovice,585599.0,99.0,723.0,0,17,0.0,8.33,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
444,4,14,3,Martina,Hořínková,,,29.0,zdravotní sestra,Košíky,592307.0,99.0,723.0,0,9,0.0,4.41,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
445,4,14,4,Kamila,Hotařová,,,33.0,dělnice,Uherské Hradiště,592005.0,99.0,723.0,0,15,0.0,7.35,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
446,4,14,5,Miroslava,Buchtová,,,47.0,prodavačka,Přerov,511382.0,99.0,723.0,0,10,0.0,4.9,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
447,4,14,6,Marie,Stýblová,,,62.0,důchodkyně,Ledeč nad Sázavou,568988.0,99.0,723.0,0,6,0.0,2.94,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
448,4,14,7,Miroslava,Tvrdá,,,56.0,důchodkyně,Ledeč nad Sázavou,568988.0,99.0,723.0,0,9,0.0,4.41,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
449,7,14,1,Robin,Hisem,,,24.0,student,Bruntál,597180.0,99.0,723.0,0,12,0.0,10.25,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
450,7,14,2,Zdeňka,Zlámalová,,,51.0,OSVČ,Bruntál,597180.0,99.0,723.0,0,6,0.0,5.12,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
451,7,14,3,Eva,Švábová,,,41.0,na mateřské dovolené,Hulín,588491.0,99.0,723.0,0,13,0.0,11.11,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
452,7,14,4,Jindřiška,Pálová,,,59.0,důchodce,Česká Lípa,561380.0,99.0,723.0,0,11,0.0,9.4,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
453,7,14,5,Martin,Vranka,,,34.0,elektrikář,Košíky,592307.0,99.0,723.0,0,10,0.0,8.54,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
454,7,14,6,Zlatuše,Krupičková,,,53.0,dělnice,Příseka,569348.0,99.0,723.0,0,9,0.0,7.69,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
455,7,14,7,Josef,Och,,,60.0,důchodce,Ledeč nad Sázavou,568988.0,99.0,723.0,0,5,0.0,4.27,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
456,7,14,8,Ivan,Zapletal,,,63.0,důchodce,Otrokovice,585599.0,99.0,723.0,0,3,0.0,2.56,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
457,10,14,1,Jitka,Baná,,,36.0,vedoucí oddělení,Nedvědice,596175.0,723.0,723.0,0,9,0.0,5.26,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
458,10,14,2,Milan,Bastl,,,71.0,důchodce,Dačice,546127.0,99.0,723.0,0,6,0.0,3.5,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
459,10,14,3,František,Zavřel,,,63.0,řidič,Deblín,582948.0,99.0,723.0,0,5,0.0,2.92,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
460,10,14,4,Tomáš,Havelka,,,36.0,živnostník,Brno,3.0,99.0,723.0,0,12,0.0,7.01,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
461,10,14,5,Robert,Vranka,,,40.0,instalatér,Hněvkovice,568694.0,99.0,723.0,0,15,0.0,8.77,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
462,10,14,6,Helena,Zelenková,,,52.0,manažerka,Ledeč nad Sázavou,568988.0,99.0,723.0,0,12,0.0,7.01,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
463,10,14,7,Jitka,Oláhová,,,37.0,kuchařka,Kroměříž,588296.0,99.0,723.0,0,13,0.0,7.6,0,0,0,723,STOP,STOP,STOP,STOP,1,723,00000000000000,0,,0.0
464,2,15,1,Miroslav,Kalousek,Ing.,,49.0,poslanec PS PČR,Bechyně,552054.0,721.0,721.0,0,7230,6.52,6.52,1,1,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
465,2,15,2,Jiří,Besser,MUDr.,,52.0,starosta,Beroun,531057.0,99.0,721.0,0,5500,0.0,4.96,1,2,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
466,2,15,3,Jan,Smutný,Mgr.,,50.0,náměstek primátora,Mladá Boleslav,535419.0,721.0,721.0,0,4255,0.0,3.83,1,3,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
467,2,15,4,Luděk,Jeništa,Mgr.,,48.0,starosta,Vlašim,530883.0,99.0,721.0,0,4526,0.0,4.08,1,4,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
468,2,15,5,Helena,Langšádlová,,,46.0,místostarostka,Černošice,539139.0,721.0,721.0,0,4069,0.0,3.67,1,5,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
469,2,15,6,Petr,Holeček,,,53.0,starosta,Kralupy nad Vltavou,534951.0,99.0,721.0,0,2066,0.0,1.86,0,0,1,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
470,2,15,7,Aleš,Omáčka,MUDr.,,54.0,lékař,Nymburk,537004.0,721.0,721.0,0,3410,0.0,3.07,0,0,2,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
471,2,15,8,Věra,Kovářová,Ing.,MIM,46.0,starostka,Chýně,539309.0,99.0,721.0,0,2660,0.0,2.39,0,0,3,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
472,2,15,9,Ivana,Hebdová,PhDr.,,56.0,pojišťovací poradkyně,Kladno,532053.0,721.0,721.0,0,1098,0.0,0.99,0,0,4,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
473,2,15,10,Jan,Švácha,,,44.0,místostarosta,Rakovník,541656.0,99.0,721.0,0,1310,0.0,1.18,0,0,5,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
474,2,15,11,Jan,Deniger,MUDr.,,55.0,lékař,Hostivice,539244.0,721.0,721.0,0,1854,0.0,1.67,0,0,6,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
475,2,15,12,Pavla,Štrobachová,Mgr.,,49.0,starostka,Smečno,532835.0,99.0,721.0,0,1895,0.0,1.7,0,0,7,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
476,2,15,13,Pavel,Kárník,,,49.0,řed. Měst. knihovny v Kolíně,Nová Ves I,533530.0,721.0,721.0,0,2183,0.0,1.96,0,0,8,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
477,2,15,14,Martin,Hujer,Mgr.,,41.0,starosta,Zruč nad Sázavou,534633.0,99.0,721.0,0,1728,0.0,1.55,0,0,9,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
478,2,15,15,Romana,Vohralíková,PharmDr.,,43.0,medicínský a produkt. manager,Kostelec nad Labem,534935.0,721.0,721.0,0,1494,0.0,1.34,0,0,10,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
479,2,15,16,Veronika,Vendlová,,,34.0,manažerka,Odolena Voda,538574.0,99.0,721.0,0,2245,0.0,2.02,0,0,11,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
480,2,15,17,Pavel,Nechanický,MUDr.,,52.0,"lékař, radní města Ml.Boleslav",Mladá Boleslav,535419.0,99.0,721.0,0,2821,0.0,2.54,0,0,12,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
481,2,15,18,Jiří,Zahradník,Ing.,,59.0,starosta,Senohraby,538752.0,99.0,721.0,0,1061,0.0,0.95,0,0,13,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
482,2,15,19,Petr,Chotívka,,,41.0,bankovní poradce,Březnice,540013.0,721.0,721.0,0,980,0.0,0.88,0,0,14,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
483,2,15,20,Petr,Digrin,Ing.,Ph.D.,39.0,starosta,Mníšek pod Brdy,540765.0,99.0,721.0,0,1887,0.0,1.7,0,0,15,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
484,2,15,21,Dagmar,Sitná,PhDr.,,54.0,ředitelka VOŠ,Nymburk,537004.0,721.0,721.0,0,1771,0.0,1.59,0,0,16,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
485,2,15,22,Ivo,Kurhajec,,,48.0,starosta,Klecany,538311.0,99.0,721.0,0,708,0.0,0.63,0,0,17,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
486,2,15,23,Michal,Dosoudil,Ing.,,50.0,obchodní ředitel,Malá Hraštice,540714.0,721.0,721.0,0,511,0.0,0.46,0,0,18,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
487,2,15,24,Libuše,Arnoldová,,,69.0,starostka,Bubovice,531103.0,99.0,721.0,0,700,0.0,0.63,0,0,19,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
488,2,15,25,Michal,Mazel,Mgr.,,37.0,právník,Vrané nad Vltavou,539848.0,721.0,721.0,0,1672,0.0,1.5,0,0,20,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
489,2,15,26,Josef,Krupička,,,55.0,starosta,Ždánice,513164.0,99.0,721.0,0,629,0.0,0.56,0,0,21,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
490,2,15,27,Petra,Smějová,Mgr.,,37.0,právnička,Vrané nad Vltavou,539848.0,721.0,721.0,0,2577,0.0,2.32,0,0,22,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
491,2,15,28,Jiří,Protiva,,,53.0,starosta,Vinařice,534234.0,99.0,721.0,0,1395,0.0,1.25,0,0,23,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
492,2,15,29,Marie,Reslová,,,51.0,divadelní kritička,Řevnice,539643.0,721.0,721.0,0,2156,0.0,1.94,0,0,24,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
493,2,15,30,Jiří,Chvojka,,,46.0,starosta,Chaloupky,531251.0,99.0,721.0,0,1823,0.0,1.64,0,0,25,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
494,2,15,31,Martin,Vlček,Mgr.,MBM,44.0,manažer,Říčany,538728.0,721.0,721.0,0,3470,0.0,3.12,0,0,26,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
495,2,15,32,Ivan,Zetek,,,49.0,starosta,Svárov,599433.0,99.0,721.0,0,2089,0.0,1.88,0,0,27,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
496,2,15,33,Patrik,Brodan,,BBA,31.0,obchodní manažer,Beroun,531057.0,721.0,721.0,0,2739,0.0,2.47,0,0,28,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
497,2,15,34,Luboš,Kubát,Ing.,,45.0,starosta,Rataje nad Sázavou,534358.0,99.0,721.0,0,2829,0.0,2.55,0,0,29,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
498,7,15,12,Vladimír,Stříbrný,,,41.0,starosta,Heřmanice,544353.0,703.0,721.0,0,857,0.0,2.06,0,0,11,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
499,7,15,13,Jiří,Ježek,Ing.,,47.0,podnikatel,Liberec,563889.0,721.0,721.0,0,949,0.0,2.28,0,0,12,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
500,7,15,14,Jana,Černíková,,,50.0,finanční poradce,Jablonec nad Nisou,563510.0,721.0,721.0,0,1374,0.0,3.3,0,0,13,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
501,7,15,15,Zdeněk,Romany,Ing.,,56.0,podnikatel,Turnov,577626.0,721.0,721.0,0,1176,0.0,2.82,0,0,14,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
502,7,15,16,Tomáš,Hudec,,,25.0,interní auditor,Česká Lípa,561380.0,721.0,721.0,0,1701,0.0,4.08,0,0,15,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
503,7,15,17,Jan,Farský,Mgr.,,30.0,starosta,Semily,576964.0,703.0,721.0,0,3425,8.23,8.23,1,1,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
504,10,15,17,Pavel,Ševela,Mgr.,,46.0,vedoucí laboratoře,Zastávka,584207.0,721.0,721.0,0,1231,0.0,3.16,0,0,16,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
505,10,15,18,Zdeněk,Materna,Mgr.,,45.0,předseda představenstva a. s.,Újezd,596922.0,99.0,721.0,0,1070,0.0,2.75,0,0,17,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
506,10,15,19,Aleš,Roztočil,Prof. MUDr.,CSc.,57.0,"lékař, přednosta",Brno,3.0,99.0,721.0,0,2724,7.0,7.0,1,1,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
507,10,15,20,František,Jedlička,MUDr.,,65.0,vedoucí oddělení KHS,Havlíčkův Brod,568414.0,99.0,721.0,0,1615,0.0,4.15,0,0,18,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
508,11,15,1,Anna,Putnová,Doc. RNDr.,"Ph.D., MBA",49.0,děkanka Fakulty podnikatelské,Brno,3.0,721.0,721.0,0,9246,10.11,10.11,1,1,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
509,11,15,2,Jan,Husák,,,51.0,poslanec Poslanecké sněmovny,Těšany,583995.0,721.0,721.0,0,2043,0.0,2.23,1,3,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
510,11,15,3,Jaroslava,Schejbalová,,,46.0,ředitelka Regionál. sdružení,Břeclav,584291.0,721.0,721.0,0,4350,0.0,4.75,1,4,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
511,11,15,4,Jana,Krutáková,Ing.,,47.0,starostka obce,Moravská Nová Ves,584665.0,99.0,721.0,0,3454,0.0,3.77,0,0,1,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
512,11,15,5,Rom,Kostřica,Prof. MUDr.,CSc.,61.0,profesor Masarykovy univerzity,Brno,3.0,721.0,721.0,0,7579,8.28,8.28,1,2,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
513,11,15,6,Jiří,Životský,,,55.0,starosta obce,Sokolnice,583898.0,721.0,721.0,0,1750,0.0,1.91,0,0,2,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
514,11,15,7,Vojtěch,Vašíček,,,54.0,předseda ParaCENTRUM FENIX,Brno,3.0,721.0,721.0,0,1129,0.0,1.23,0,0,3,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
515,11,15,8,Ladislav,Kotík,,,32.0,generální sekretář Orel ČR,Žďár nad Sázavou,595209.0,721.0,721.0,0,806,0.0,0.88,0,0,4,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
516,11,15,9,Vlastimil,Kocanda,Ing.,,33.0,ředitel firmy,Moravský Krumlov,594482.0,721.0,721.0,0,1195,0.0,1.3,0,0,5,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
517,11,15,10,Petr,Henek,Ing.,MBA,33.0,ředitel banky,Šebrov-Kateřina,582476.0,721.0,721.0,0,1728,0.0,1.88,0,0,6,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
518,11,15,11,Jan,Herodek,Bc.,,23.0,student vysoké školy,Vyškov,592889.0,99.0,721.0,0,1399,0.0,1.53,0,0,7,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
519,11,15,12,Pavel,Novotný,Ing.,,46.0,starosta obce,Čejkovice,586102.0,721.0,721.0,0,1546,0.0,1.69,0,0,8,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
520,11,15,13,Miroslav,Rožnovský,,,51.0,starosta obce,Hrušovany u Brna,583081.0,721.0,721.0,0,779,0.0,0.85,0,0,9,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
521,11,15,14,Ivana,Holomková,Mgr.,,45.0,starostka obce,Spešov,556963.0,721.0,721.0,0,1248,0.0,1.36,0,0,10,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
522,11,15,16,Karel,Bořecký,Ing.,,42.0,podnikatel,Moravské Knínice,583430.0,721.0,721.0,0,663,0.0,0.72,0,0,12,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
523,11,15,17,Vlastimil,Jansa,Mgr.,,46.0,starosta obce,Dolní Bojanovice,586137.0,99.0,721.0,0,1084,0.0,1.18,0,0,13,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
524,11,15,18,Bohuslav,Němec,,,68.0,starosta Sokolské župy,Brno,3.0,99.0,721.0,0,424,0.0,0.46,0,0,14,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
525,11,15,19,Jiří,Pliska,Mgr.,,52.0,učitel gymnázia,Vyškov,592889.0,721.0,721.0,0,909,0.0,0.99,0,0,15,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
526,11,15,20,Iva,Vojtová,,,44.0,obchodní ředitelka,Brno,3.0,99.0,721.0,0,1080,0.0,1.18,0,0,16,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
527,11,15,21,Josef,Gál,,,44.0,správce počítačové sítě,Tvrdonice,584941.0,99.0,721.0,0,1032,0.0,1.12,0,0,17,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
528,11,15,22,Rostislav,Zabloudil,Mgr.,,70.0,podnikatel v obl. cestov.ruchu,Brno,3.0,99.0,721.0,0,1365,0.0,1.49,0,0,18,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
529,11,15,23,Petr,Horehleď,Mgr.,,27.0,asistent na vysoké škole,Veselí nad Moravou,586722.0,721.0,721.0,0,2072,0.0,2.26,0,0,19,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
530,11,15,24,Anita,Rozvadovská,MUDr.,,39.0,lékařka,Konice,589624.0,721.0,721.0,0,2817,0.0,3.08,0,0,20,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
531,11,15,25,Dominik,Božek,,,41.0,předseda představenstva spol.,Boskovice,581372.0,721.0,721.0,0,267,0.0,0.29,0,0,21,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
532,11,15,26,František,Čech,Mgr. Bc.,,45.0,ředitel odboru,Týnec,584959.0,721.0,721.0,0,205,0.0,0.22,0,0,22,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
533,11,15,27,Jaroslav,Podloucký,Ing.,,52.0,personální ředitel,Velká nad Veličkou,586714.0,99.0,721.0,0,281,0.0,0.3,0,0,23,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
534,11,15,28,Hana,Levíčková,MUDr.,,36.0,lékařka - laktační poradce,Brno,3.0,721.0,721.0,0,1343,0.0,1.46,0,0,24,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
535,11,15,29,Radek,Mach,JUDr.,,33.0,advokát,Vranovice,585033.0,721.0,721.0,0,692,0.0,0.75,0,0,25,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
536,11,15,30,Tomáš,Třetina,Mgr.,,38.0,místostarosta města,Moravský Krumlov,594482.0,721.0,721.0,0,507,0.0,0.55,0,0,26,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
537,11,15,31,Josef,Srnec,,,56.0,starosta obce,Blučina,582859.0,99.0,721.0,0,1022,0.0,1.11,0,0,27,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
538,11,15,32,Valdemar,Lifka,,,36.0,technik vodohospod. spol.,Slavkov u Brna,593583.0,721.0,721.0,0,1099,0.0,1.2,0,0,28,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
539,11,15,33,Eva,Kramářová,RNDr.,Ph.D.,49.0,vysokoškolská učitelka,Brno,3.0,99.0,721.0,0,2335,0.0,2.55,0,0,29,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
540,11,15,34,Radim,Přádka,,,34.0,trenér,Ostrava,4.0,721.0,721.0,0,1106,0.0,1.2,0,0,30,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
541,12,15,1,Jitka,Chalánková,MUDr.,,53.0,dětská lékařka,Prostějov,589250.0,721.0,721.0,0,3561,8.18,8.18,1,1,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
542,12,15,2,Ivo,Vykydal,Ing.,,45.0,náměstek ministra,Šumperk,523704.0,721.0,721.0,0,1961,0.0,4.5,0,0,2,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
543,12,15,3,Bořivoj,Šarapatka,prof. Ing. Dr.,CSc.,50.0,vysokoškolský profesor,Olomouc,500496.0,99.0,721.0,0,3504,8.05,8.05,1,2,0,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
544,12,15,4,Roman,Šťastný,Mgr.,,42.0,ředitel školy,Mikulovice,540382.0,99.0,721.0,0,1306,0.0,3.0,0,0,3,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
545,12,15,5,Radek,Brázda,Mgr.,,38.0,starosta,Troubky,519651.0,99.0,721.0,0,2760,6.34,6.34,0,0,1,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
546,12,15,6,Hana,Řehulková,MUDr.,,61.0,lékařka,Držovice,558419.0,99.0,721.0,0,1348,0.0,3.09,0,0,4,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
547,12,15,7,Michal,Tichý,Ing.,,34.0,starosta,Senice na Hané,505081.0,99.0,721.0,0,1058,0.0,2.43,0,0,5,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
548,12,15,8,Ivo,Vlach,Ing.,,51.0,ekonom - manažer,Olomouc,500496.0,721.0,721.0,0,1349,0.0,3.1,0,0,6,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
549,12,15,9,Blanka,Kolečkářová,,,43.0,starostka,Držovice,558419.0,99.0,721.0,0,802,0.0,1.84,0,0,7,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
550,12,15,10,Jiří,Klein,prof. MUDr.,Ph.D.,47.0,lékař - chirurg,Velký Újezd,505668.0,99.0,721.0,0,2043,0.0,4.69,0,0,8,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
551,12,15,11,Jana,Němečková,Ing.,,47.0,starostka,Libina,539961.0,99.0,721.0,0,827,0.0,1.9,0,0,9,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
552,12,15,12,Leoš,Hannig,,,34.0,starosta,Vápenná,541249.0,99.0,721.0,0,986,0.0,2.26,0,0,10,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
553,12,15,13,Petr,Slovák,,,37.0,starosta,Písečná,540684.0,99.0,721.0,0,812,0.0,1.86,0,0,11,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
554,12,15,14,Eva,Machová,Mgr.,,53.0,ředitelka domova důchodců,Slatinice,505111.0,721.0,721.0,0,742,0.0,1.7,0,0,12,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
555,12,15,15,Jiří,Řezníček,,,45.0,starosta,Tučín,520047.0,99.0,721.0,0,558,0.0,1.28,0,0,13,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
556,12,15,16,Marie,Tomášková Dytrychová,,,66.0,výtvarnice - zvonařka,Brodek u Přerova,512800.0,99.0,721.0,0,1768,0.0,4.06,0,0,14,721,TOP 09,TOP 09,TOP 09,TOP 09,1,721,00000000000000,0,,41.0
