,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,POHLAVI,NAZEV_VS
218,75,3,1,Vladislav,Szkandera,Mgr.,,54,farář Slezské církve Evangelické A.V.,Orlová,599069,24,1,0,2085,8.76,8.76271328906447,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
219,75,4,7,Radek,Sušil,MUDr.,,47,lékař,Karviná,598917,7,7,0,8503,35.73,35.73589980667395,2,0,6066,62.63,62.63940520446096,1,0,,Česká strana sociálně demokratická
220,75,5,47,Tomaš,Gallik,,,51,horník,Karviná,598917,47,47,0,4647,19.53,19.53013364713793,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
221,75,6,88,Česlava,Lukaštíková,Ing.,,55,ředitelka střední školy,Orlová,599069,99,88,0,2170,9.11,9.11994620492561,0,0,0,0.0,0.0,0,0,,NEZÁVISLÍ
222,75,7,768,Martin,Gebauer,MUDr.,,44,lékař,Karviná,598917,99,768,0,5129,21.55,21.55585441707993,2,0,3618,37.36,37.36059479553903,0,0,,ANO 2011
223,78,1,166,Petr,Žůrek,Mgr.,S.T.D.,48,ředitel a projektový manažer,Lhotsko,549550,166,166,0,4223,9.76,9.76574243230118,0,0,0,0.0,0.0,0,0,,STAROSTOVÉ A NEZÁVISLÍ
224,78,2,759,Karel,Nedbálek,JUDr. Ing.,Ph.D.,57,podnikatel,Zlín,585068,759,759,0,166,0.38,0.38387715930902,0,0,0,0.0,0.0,0,0,,Česká Suverenita
225,78,3,768,Aloisie,Jurkovičová,JUDr.,,71,advokátka,Zlín,585068,99,768,0,2854,6.59,6.5999121245057,0,0,0,0.0,0.0,0,0,,ANO 2011
226,78,4,88,Jan,Zlínský,JUDr.,,65,právník,Zlín,585068,99,88,0,914,2.11,2.1136368892075,0,0,0,0.0,0.0,0,0,,NEZÁVISLÍ
227,78,5,724,František,Čuba,doc. Ing.,CSc.,78,"agronom, zeměděl. odborník, předseda JZD Slušovice",Neubuz,585556,724,724,0,10333,23.89,23.89519691048262,2,0,11971,54.01,54.0110088431691,1,0,,Strana Práv Občanů
228,78,6,7,Alena,Gajdůšková,PaedDr.,,60,pedagog,Želechovice nad Dřevnicí,500011,7,7,0,10240,23.68,23.68013320074925,2,0,10193,45.98,45.98899115683089,0,0,,Česká strana sociálně demokratická
229,78,7,47,Vlastislav,Antolák,Mgr.,,72,pedagog,Vsetín,541630,47,47,0,936,2.16,2.16451217538098,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
230,78,8,792,Jan,Bravenec,Ing.,,55,jednatel společnosti,Zlín,585068,99,792,0,1357,3.13,3.13808015170085,0,0,0,0.0,0.0,0,0,,Úsvit přímé demokracie
231,78,9,720,Luděk,Maděra,Ing.,,71,důchodce,Zlín,585068,99,720,0,830,1.91,1.9193857965451,0,0,0,0.0,0.0,0,0,,Česká pirátská strana
232,78,10,1002,Olga,Křížová,PaedDr.,,52,organizační pracovník sportovního klubu,Zlín,585068,99,1002,0,1337,3.09,3.09182989154313,0,0,0,0.0,0.0,0,0,,Republika
233,78,11,1050,Aleš,Dufek,Mgr.,,40,"náměstek primátora, advokát",Zlín,585068,797,1,0,7704,17.81,17.81560021275119,0,0,0,0.0,0.0,0,0,,Koalice KDU-ČSL a Zlín 21
234,78,12,53,Jiří,Sýkora,MUDr.,,55,lékař,Zlín,585068,53,53,0,2349,5.43,5.43209305552343,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
235,81,1,1,Pavel,Botek,Ing.,,42,místostarosta,Ostrožská Nová Ves,592463,1,1,0,6014,13.29,13.29383938637016,2,0,9864,45.82,45.82791302731834,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
236,81,2,80,Luděk,Galuška,doc. PhDr.,CSc.,54,"archeolog, vysokoškolský učitel",Ostrožská Nová Ves,592463,99,80,0,5351,11.82,11.82828974999447,0,0,0,0.0,0.0,0,0,,Nezávislí kandidáti
237,81,3,53,Jan,Pijáček,,,56,starosta,Vlčnov,592820,53,53,0,5121,11.31,11.31987886558058,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
238,81,4,80,Václav,Hučík,,,53,"OSVČ, občanský aktivista",Blatnička,586056,99,80,0,530,1.17,1.17155551625809,0,0,0,0.0,0.0,0,0,,Nezávislí kandidáti
239,81,5,7,Hana,Doupovcová,Ing.,,55,chemik technolog,Uherské Hradiště,592005,7,7,0,4279,9.45,9.45865293220451,0,0,0,0.0,0.0,0,0,,Česká strana sociálně demokratická
240,81,6,47,Ivan,Mařák,Ing.,,52,"ekolog, náměstek hejtmana Zlínského kraje",Uherské Hradiště,592005,47,47,0,3162,6.98,6.98954441963792,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
241,81,7,768,Zdeněk,Botek,doc. RNDr.,,63,vysokoškolský učitel,Hluk,592170,99,768,0,5384,11.9,11.90123565949733,0,0,0,0.0,0.0,0,0,,ANO 2011
242,81,8,716,Ivo,Valenta,,,58,podnikatel,Monte Carlo,999997,99,716,0,14071,31.1,31.10369371559937,2,0,11660,54.17,54.17208697268165,1,0,,Strana soukromníků České republiky
243,81,9,769,Alessandro,Alagia,,,46,podnikatel,Uherské Hradiště,592005,99,769,0,819,1.81,1.81038484493468,0,0,0,0.0,0.0,0,0,,VIZE 2014
244,81,10,583,Stanislav,Mikula,Ing.,,55,ředitel cestovní kanceláře,Uherské Hradiště,592005,752,752,0,508,1.12,1.12292490992285,0,0,0,0.0,0.0,0,0,,ZDRAVÝ KRAJ
