,KRZAST,KSTRANA,PORCISLO,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,POCHLASU,POCPROC,POCPROCVSE,MANDAT,PORADIMAND,PORADIHAHR,KRZASTstr_,KSTRANAstr_,VSTRANA,NAZEVCELK,NAZEV_STRK,ZKRATKAK30,ZKRATKAK8,POCSTRVKO,SLOZENI,STAVREG,PLATNOSTstr_,SLOZNEPLAT
23,3,77,20,Robert,Fišer,Bc.,,28.0,programátor,Plzeň,2.0,99.0,714.0,0,38,0.0,0.0,0.0,0.0,,3,60,7,Česká strana sociálně demokratická,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,0,0,
24,3,77,21,Matěj,Brož,,,27.0,stavbyvedoucí,Plzeň,2.0,99.0,714.0,0,60,0.0,0.0,0.0,0.0,,3,60,7,Česká strana sociálně demokratická,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,0,0,
25,3,93,1,Adam,Šoukal,Mgr.,,27.0,právník,Letkov,540561.0,720.0,720.0,0,270,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
26,3,93,2,Martin,Potůček,Bc.,,25.0,programátor,Letkov,540561.0,720.0,720.0,0,185,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
27,3,93,3,Petr,Kopač,Bc.,,24.0,programátor,Železná Ruda,557528.0,720.0,720.0,0,157,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
28,3,93,4,František,Ulč,,,28.0,manažer,Plzeň,2.0,720.0,720.0,0,112,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
29,3,93,5,Lenka,Štrosová,MUDr.,,27.0,lékařka,Horažďovice,556254.0,99.0,720.0,0,202,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
30,3,93,6,Petr,Vileta,,,56.0,živnostník,Plzeň,2.0,720.0,720.0,0,61,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
31,3,93,7,Pavel,Liška,,,29.0,výtvarník,Plzeň,2.0,720.0,720.0,0,110,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
32,3,93,8,Michal,Kandler,Mgr.,,29.0,sociální pracovník,Stříbro,561215.0,720.0,720.0,0,87,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
33,3,93,9,Jiří,Rezek,Ing.,,29.0,výzkumný pracovník,Plzeň,2.0,720.0,720.0,0,88,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
34,3,93,10,Josef,Němec,,,33.0,fotograf,Plzeň,2.0,720.0,720.0,0,73,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
35,3,93,11,Marcela,Chrenšťová,,,27.0,tagerka,Broumov,573922.0,99.0,720.0,1,0,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
36,3,93,12,Marcela,Doležalová,,,26.0,studentka zubního lékařství,Železná Ruda,557528.0,99.0,720.0,0,74,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
37,3,93,13,Václav,Bouček,Ing.,,27.0,vědecký pracovník,Dobřany,557676.0,99.0,720.0,0,99,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
38,3,93,14,Petr,Šebesta,,,26.0,přípravář výroby,Plzeň,2.0,720.0,720.0,0,29,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
39,3,93,15,Pavel,Kresa,MUDr.,,28.0,lékař,Plzeň,2.0,99.0,720.0,0,108,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
40,3,93,16,Karel,Dach,,,41.0,majitel sociální kavárny,Zemětice,558591.0,99.0,720.0,0,87,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
41,3,93,17,Markéta,Němcová,Bc.,,25.0,realitní makléřka,Plzeň,2.0,99.0,720.0,0,36,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
42,3,93,18,Jan,Hutter,,,31.0,technolog,Plzeň,2.0,99.0,720.0,0,14,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
43,3,93,19,Jan,Lang,,,26.0,grafik,Horšovský Týn,553671.0,720.0,720.0,0,58,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
44,3,93,20,Kryštof,Kuželka,Bc.,,23.0,programátor,Třemošná,559521.0,99.0,720.0,0,57,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
45,3,93,21,Milan,Dünghübel,,,30.0,programátor,Dobřany,557676.0,720.0,720.0,0,50,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
46,3,93,22,Martin,Švejda,,,35.0,moderátor,Hostouň,553689.0,99.0,720.0,0,46,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
47,3,93,23,Georgij,Alanija,Mgr.,,50.0,pedagog,Plzeň,2.0,99.0,720.0,0,41,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
48,3,93,24,Petr,Douša,Ing.,,36.0,designér,Plzeň,2.0,99.0,720.0,0,52,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
49,3,93,25,Marek,Těšínský,,,21.0,manipulační dělník,Nýrsko,556831.0,99.0,720.0,0,52,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
50,3,93,26,Robert,Vaněček,,,36.0,živnostník,Plzeň,2.0,99.0,720.0,0,33,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
51,3,93,27,Evžen,Bouřa,Mgr. et Mgr.,Ph.D.,32.0,výzkumný pracovník,Vrhaveč,557455.0,720.0,720.0,0,100,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
52,3,93,28,Tomáš,Tisoň,,,34.0,vstupní kontrolor,Nýřany,559300.0,720.0,720.0,0,51,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
53,3,93,29,Pavel,Kašík,,,35.0,logistik,Neurazy,558125.0,720.0,720.0,0,69,0.0,0.0,0.0,0.0,,4,57,137,Suverenita - Strana zdravého rozumu,Suverenita-Strana zdravého rozumu,Suver.-Strana zdravého rozumu,Suveren.,1,137,0,0,
54,4,7,1,Josef,Peterek,,,59.0,stavební technik,Mariánské Lázně,554642.0,99.0,98.0,0,61,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
55,4,7,2,Miroslav,Černota,,,54.0,pracovník ve školství,Ostrov,555428.0,99.0,98.0,0,51,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
56,4,7,3,Josef,Toman,,,63.0,podnikatel,Karlovy Vary,554961.0,99.0,98.0,0,16,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
57,4,7,4,Lukáš,Adam,,,31.0,jevištní dekoratér,Cheb,554481.0,99.0,98.0,0,43,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
58,4,7,5,Miroslav,Roubínek,,,37.0,vedoucí výpočetního střediska,Verušičky,555711.0,99.0,98.0,0,49,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
59,4,7,6,Petr,Plzák,,,50.0,zaměstnanec,Ostrov,555428.0,99.0,98.0,0,26,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
60,4,7,7,Kamil,Lukeš,,,36.0,technik,Cheb,554481.0,99.0,98.0,0,51,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
61,4,7,8,František,Outrata,,,55.0,stavař,Cheb,554481.0,99.0,98.0,0,23,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
62,4,7,9,Václav,Slouka,,,55.0,sedlák,Hranice,554553.0,99.0,98.0,0,42,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
63,4,7,10,Jan,Bartoň,,,60.0,občanský zaměstnanec,Verušičky,555711.0,99.0,98.0,0,11,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
64,4,7,11,Miroslav,Janoušek,,,62.0,živnostník,Cheb,554481.0,99.0,98.0,0,15,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
65,4,7,12,František,Matoušek,,,40.0,živnostník,Krásno,538337.0,99.0,98.0,0,33,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
66,4,7,13,Vojtěch,Král,,,56.0,stavař,Lázně Kynžvart,554600.0,99.0,98.0,0,17,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
67,4,7,14,Jaroslava,Beerová,,,49.0,pracovnice v kultuře,Ostrov,555428.0,99.0,98.0,0,29,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
68,4,7,15,Jana,Pýchová,,,49.0,kuchařka,Ostrov,555428.0,99.0,98.0,0,32,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
69,4,7,16,Josef,Putyra,,,62.0,angažovaný občan,Březová,560294.0,99.0,98.0,0,11,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
70,4,7,17,Marie,Pachnerová,Mgr.,,72.0,angažovaný občan,Karlovy Vary,554961.0,99.0,98.0,0,13,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
71,4,7,18,Věra,Bartoňová,,,59.0,kuchařka,Verušičky,555711.0,99.0,98.0,0,17,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
72,4,7,19,Ladislav,Nykl,,,68.0,angažovaný občan,Chodov,560383.0,99.0,98.0,0,19,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
73,4,7,20,Jiří,Němec,,,69.0,důchodce,Pila,556947.0,99.0,98.0,0,14,,,,,,1,7,98,"Volte Pravý Blok-stranu za ODVOLAT.polit.,NÍZKÉ daně,VYROVN.rozp.,MIN.byrokr.,SPRAV.just.,PŘÍMOU demokr. WWW.CIBULKA.NET",Volte Pravý Blok www.cibulka.net,Volte Pr.Blok www.cibulka.net,PB,1,098,0,0,
74,4,8,1,Josef,Kvasnička,JUDr.,,61.0,"podnikatel, právník",Plesná,554740.0,724.0,724.0,0,206,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
75,4,8,2,Jan,Homolka,Ing.,,40.0,zástupce ředitele ISŠ,Cheb,554481.0,724.0,724.0,0,100,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
76,4,8,3,Miroslav,Drobný,,,39.0,číšník,Nejdek,555380.0,724.0,724.0,0,99,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
77,4,8,4,Jaroslav,Bradáč,Ing.,,57.0,krajský radní pro živ.prostř.,Skalná,554812.0,724.0,724.0,0,202,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
78,4,8,5,Tatiana,Kocábová,,,44.0,ekonomka,Ostrov,555428.0,724.0,724.0,0,83,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
79,4,8,6,Josef,Větrovec,,,44.0,zástupce šéfkuchaře láz.hotelu,Cheb,554481.0,724.0,724.0,0,49,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
80,4,8,7,Ilja,Mlátilík,,,52.0,"stavební podnikatel,obch.zást.",Aš,554499.0,724.0,724.0,0,70,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
81,4,8,8,Denisa,Hlavová,,,37.0,finanční poradce,Karlovy Vary,554961.0,724.0,724.0,0,63,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
82,4,8,9,Jaroslav,Smolař,,,57.0,stav. technik-inv.důchodce,Dolní Žandov,554502.0,724.0,724.0,0,58,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
83,4,8,10,Jitka,Rudolfová,Mgr.,,49.0,ředitelka základní školy,Bečov nad Teplou,554995.0,99.0,724.0,0,76,,,,,,1,16,716,Strana soukromníků České republiky,Strana soukromníků České republiky,Strana soukromníků ČR,SsČR,1,716,0,0,
84,13,54,64,Rudolf,Polášek,,,65.0,důchodce,Fryčovice,598135.0,99.0,129.0,0,19,0.0,0.0,0.0,0.0,,2,30,144,Věci veřejné,Věci veřejné,Věci veřejné,VV,1,144,0,0,
