,BYDLISTEK,BYDLISTEN,ESTRANA,JMENO,MANDAT,NSTRANA,PLATNOST_x,POCHLASU,POCPROC,POCPROCVSE,PORADIMAND,PORADINAHR,PORCISLO,POVOLANI,PRIJMENI,PSTRANA,STATOBCAN,TITULPRED,TITULZA,VEK,NAZEVCELK,NAZEV_STRE,PLATNOST_y,POCMANDCR,POCSTRVKO,SLOZENI,STAVREG,VSTRANA,ZKRATKAE30,ZKRATKAE8
201,1,Praha,8,Jiří,0,175,0,23,0,.7,0,0,9,knihkupec,Pondělíček,175,CZ,,,44,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
202,1,Praha,8,Jessica,0,175,0,49,0,1.49,0,0,10,režisér,Horváthová,175,CZ,Mgr.,,62,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
203,1,Praha,8,Přemysl,0,175,0,20,0,.61,0,0,11,manažer,Votava,175,CZ,,,65,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
204,594482,Moravský Krumlov,8,Vladimír,0,175,0,32,0,.97,0,0,12,středoškolský učitel,Válek,175,CZ,Ing.,Ph.D.,51,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
205,1,Praha,8,Lenka,0,175,0,49,0,1.49,0,0,13,presidentka Českého svazu podn,Dobrovolná,99,CZ,Ing.,,29,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
206,558362,Spálené Poříčí,8,Lenka,0,175,0,62,0,1.89,0,0,14,chemik,Přibylová,99,CZ,Ing.,Ph.D.,29,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
207,3,Brno,8,Stanislav,0,175,0,30,0,.91,0,0,15,biochemik,Palša,175,CZ,RNDr. Mgr.,,40,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
208,563889,Liberec,8,Vladimír,0,175,0,33,0,1,0,0,16,vysokoškolský pedagog,Kracík,175,CZ,Doc. Ing.,CSc.,79,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
209,584291,Břeclav,8,Romana,0,175,0,29,0,.88,0,0,17,studentka,Němcová,99,CZ,,,24,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
210,1,Praha,8,Jan,0,175,0,9,0,.27,0,0,18,konstruktér,Kukačka,28,CZ,,,65,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
211,583791,Rozdrojovice,8,Darja,0,175,0,12,0,.36,0,0,19,pracovnice cestovní kanceláře,Opatová,99,CZ,Mgr.,,47,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
212,576964,Semily,8,Zdeněk,0,175,0,18,0,.55,0,0,20,učitel hudby,Novotný,175,CZ,,,53,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
213,544256,České Budějovice,8,Ivan,0,175,0,18,0,.55,0,0,21,technik,Fabián,175,CZ,,,51,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
214,558362,Spálené Poříčí,8,Pavel,0,175,0,43,0,1.31,0,0,22,podnikatel,Kraft,175,CZ,,,38,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
215,2,Plzeň,8,Vladimír,0,175,0,18,0,.55,0,0,23,dělník,Hanzlíček,175,CZ,,,51,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
216,1,Praha,8,Ludmila,0,175,0,8,0,.24,0,0,24,úřednice,Švecová,175,CZ,,,48,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
217,4,Ostrava,8,Miroslav,0,175,0,12,0,.36,0,0,25,redaktor,Kracík,175,CZ,,,84,Česká strana národně socialistická,Česká strana národně socialistická,0,0,1,175,0,175,Česká str.národ.socialistická,ČSNS2005
218,1,Praha,9,Jana,0,709,0,15653,0,22.96,0,0,1,poslankyně Evropského parlam.,Hybášková,709,CZ,PhDr.,,43,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
219,1,Praha,9,Jiří,0,709,0,7876,0,11.55,0,0,2,poradce pro otázky národ.bezp.,Šedivý,99,CZ,,armádní generál,56,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
220,1,Praha,9,Věra,0,709,0,3429,0,5.03,0,0,3,konzultantka pro fondy EU,Jourová,99,CZ,Mgr.,,44,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
221,1,Praha,9,Ivan,0,709,0,9852,0,14.45,0,0,4,profesor University Karlovy,Wilhelm,99,CZ,Prof.,,67,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
222,1,Praha,9,Jana,0,709,0,1331,0,1.95,0,0,5,děkanka vysoké školy,Ryšlinková,99,CZ,RNDr.,,58,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
223,1,Praha,9,Eduard,0,709,0,622,0,.91,0,0,6,úředník Evropského parlamentu,Hulicius,709,CZ,Mgr.,,28,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
224,1,Praha,9,Václav,0,709,0,128,0,.18,0,0,7,daňový poradce,Šrámek,709,CZ,RNDr.,,58,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
225,505927,Opava,9,Eva,0,709,0,271,0,.39,0,0,8,učitelka,Petrášová,99,CZ,PaedDr.,,45,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
226,569810,Hradec Králové,9,Jaroslav,0,709,0,139,0,.2,0,0,9,advokát,Čapek,99,CZ,Mgr.,,60,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
227,586846,Jihlava,9,Milan,0,709,0,215,0,.31,0,0,10,učitel,Kolář,99,CZ,Ing.,,55,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
228,505927,Opava,9,Ivana,0,709,0,188,0,.27,0,0,11,učitelka,Kleinová,99,CZ,PaedDr.,,48,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
229,4,Ostrava,9,Vítězslav,0,709,0,82,0,.12,0,0,12,servisní technik,Bednařík,99,CZ,,,47,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
230,505927,Opava,9,Alena,0,709,0,90,0,.13,0,0,13,učitelka,Zupková,99,CZ,PaedDr.,,48,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
231,558672,Blatnice,9,Petr,0,709,0,85,0,.12,0,0,14,úředník,Holý,99,CZ,Ing.,,33,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
232,563889,Liberec,9,Dagmar,0,709,0,195,0,.28,0,0,15,manažerka krajské knihovny,Helšusová,99,CZ,,,58,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
233,1,Praha,9,Eva,0,709,0,44,0,.06,0,0,16,knihovnice,Holečková,99,CZ,,,51,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
234,1,Praha,9,Lukáš,0,709,0,138,0,.2,0,0,17,politolog,Pachta,99,CZ,,MA,27,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
235,539171,Dobrovíz,9,Marie,0,709,0,95,0,.13,0,0,18,studentka vysoké školy,Krejčová,99,CZ,Bc.,,27,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
236,1,Praha,9,Martin,0,709,0,56,0,.08,0,0,19,invalidní důchodce,Hybášek,99,CZ,,,51,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
237,1,Praha,9,Daniela,0,709,0,37,0,.05,0,0,20,překladatelka,Büchlerová,99,CZ,Mgr.,,31,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
238,1,Praha,9,Tereza,0,709,0,50,0,.07,0,0,21,průvodkyně,Krejčí,99,CZ,,,26,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
239,1,Praha,9,Lenka,0,709,0,50,0,.07,0,0,22,administrativní pracovnice,Holečková,99,CZ,Bc.,,26,Evropská demokratická strana,Evropská demokratická strana,0,0,1,709,0,709,Evropská demokratická strana,EDS
240,539571,Průhonice,10,Petr,0,29,0,140,0,9.83,0,0,1,ekonom,Plaček,29,CZ,Ing.,,48,Strana svobodných demokratů,Strana svobodných demokratů,0,0,1,029,0,29,Strana svobodných demokratů,SSD
241,1,Praha,11,Daniel,0,715,0,442,0,2.99,0,0,1,"politolog, zastupitel Městské",Solis,715,CZ,,,41,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
242,533955,Kutná Hora,11,Olga,0,715,0,4502,0,30.49,0,0,2,poslankyně PS PČR,Zubová,715,CZ,PhDr.,,49,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
243,4,Ostrava,11,Vladislav,0,715,0,325,0,2.2,0,0,3,učitel,Koval,715,CZ,Mgr.,,43,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
244,579025,Trutnov,11,Luďka,0,715,0,240,0,1.62,0,0,4,podnikatelka v polygrafickém p,Tomešová,715,CZ,,,40,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
245,532053,Kladno,11,Jiří,0,715,0,138,0,.93,0,0,5,ekonom,Šteg,715,CZ,Ing.,,53,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
246,598003,Frýdek-Místek,11,Jan,0,715,0,2331,0,15.79,0,0,6,sociolog,Keller,99,CZ,Prof. PhDr.,,54,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
247,563684,Loužnice,11,Jan,0,715,0,121,0,.81,0,0,7,"ministerský rada, Ministerstvo",Vondrouš,715,CZ,,,31,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
248,598933,Český Těšín,11,Eva,0,715,0,174,0,1.17,0,0,8,obchodní ředitelka,Holubová,99,CZ,RNDr.,,53,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
249,1,Praha,11,Jaromír,0,715,0,72,0,.48,0,0,9,manažer reklamní společnosti,Soukup,715,CZ,,,40,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
250,598135,Fryčovice,11,Karel,0,715,0,58,0,.39,0,0,10,správce budov,Volný,715,CZ,,,51,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
251,1,Praha,11,Marie,0,715,0,141,0,.95,0,0,11,koordinátorka fondů EU,Haisová,99,CZ,,MBA,58,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
252,1,Praha,11,Jana,0,715,0,145,0,.98,0,0,12,publicistka,Ridvanová,99,CZ,,,27,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
253,560367,Horní Slavkov,11,Jan,0,715,0,74,0,.5,0,0,13,podnikatel,Studnička,99,CZ,,,39,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
254,1,Praha,11,Daniel,0,715,0,86,0,.58,0,0,14,herec,Sidon,99,CZ,,,22,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
255,1,Praha,11,Iveta,0,715,0,137,0,.92,0,0,15,porodní asistentka,Hrušková,99,CZ,,,41,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
256,598691,Hukvaldy,11,Ivo,0,715,0,38,0,.25,0,0,16,asistent zásobování,Dienelt,99,CZ,Ing.,,27,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
257,598917,Karviná,11,Peter,0,715,0,49,0,.33,0,0,17,právník,Halák,715,CZ,JUDr.,,58,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
258,563889,Liberec,11,Detlef,0,715,0,86,0,.58,0,0,18,výtvarník,Pötsch,99,CZ,,,37,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
259,580147,Libchavy,11,Václav,0,715,0,33,0,.22,0,0,19,obchodní zástupce,Novotný,99,CZ,,,25,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
260,572241,Skuteč,11,Ladislav,0,715,0,30,0,.2,0,0,20,sbormistr,Jánek,99,CZ,,,47,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
261,1,Praha,11,Tomáš,0,715,0,28,0,.18,0,0,21,techno-promotér,Votruba,99,CZ,,,39,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
262,599271,Zlukov,11,Libuše,0,715,0,71,0,.48,0,0,22,publicistka,Bryndová,99,CZ,,,53,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
263,551970,Volyně,11,Marie,0,715,0,29,0,.19,0,0,23,ředitelka genderove o.p.s.,Lienauová,99,CZ,,,61,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
264,1,Praha,11,Jaroslava,0,715,0,21,0,.14,0,0,24,terapeutka,Richterová,715,CZ,Mgr.,,63,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
265,554855,Trstěnice,11,Arnold,0,715,0,41,0,.27,0,0,25,umělecký řezbář,Nowak,99,CZ,,,54,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
266,598691,Hukvaldy,11,Magda,0,715,0,24,0,.16,0,0,26,nehtová designérka,Kubošová,99,CZ,,,49,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
267,1,Praha,11,Otto,0,715,0,7,0,.04,0,0,27,asistent režie,Reguette,99,CZ,,,36,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
268,554961,Karlovy Vary,11,Josef,0,715,0,39,0,.26,0,0,28,odpadový hospodář,Cais,99,CZ,,,53,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
269,576069,Rychnov nad Kněžnou,11,Miroslav,0,715,0,29,0,.19,0,0,29,podnikatel,Pavlíček,99,CZ,Ing.,,33,Demokratická Strana Zelených,Demokratická Strana Zelených,0,0,1,715,0,715,Demokratická Strana Zelených,DSZ
270,563552,Desná,12,Zdeněk,0,2,0,80,0,10.11,0,0,1,sociolog a ekolog,Joukl,99,CZ,Ing.,,68,Česká strana národně sociální,Česká strana národně sociální,0,0,1,002,0,2,Česká strana národně sociální,ČSNS
271,1,Praha,13,Petra,0,152,0,929,0,14.83,0,0,1,předsedkyně NS a politoložka,Edelmannová,152,CZ,Mgr.,Ph.D.,34,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
272,534951,Kralupy nad Vltavou,13,Daniel,0,152,0,184,0,2.93,0,0,2,ředitel zahr. odboru NS,Petrášek,152,CZ,Mgr.,,42,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
273,573868,Náchod,13,Radoslav,0,152,0,93,0,1.48,0,0,3,místopředseda NS a pedagog,Laš,152,CZ,Mgr.,,39,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
274,535419,Mladá Boleslav,13,Jiří,0,152,0,104,0,1.66,0,0,4,předseda Rozhodčí rady NS,Gaudin,152,CZ,Bc.,,26,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
275,1,Praha,13,Jan,0,152,0,84,0,1.34,0,0,5,1.místopředseda NS a právník,Skácel,152,CZ,Mgr.,,74,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
276,551562,Osek,13,Lukáš,0,152,0,54,0,.86,0,0,6,stavbyvedoucí,Opatrný,152,CZ,Ing.,,30,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
277,4,Ostrava,13,Mojmír,0,152,0,90,0,1.43,0,0,7,lékař,Skotnica,152,CZ,MUDr.,,63,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
278,573965,Červený Kostelec,13,Miroslav,0,152,0,55,0,.87,0,0,8,IT specialista,Knapovský,152,CZ,Ing.,,37,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
279,,,13,Registrační úřad ponechal pozici volnou,0,,1,0,0,0,0,0,9,,Kandidát v registraci škrtnut,,,,,,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
280,4,Ostrava,13,Tomáš,0,152,0,55,0,.87,0,0,10,matematik-analytik,Perna,152,CZ,Ing.,,56,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
281,4,Ostrava,13,Taťána,0,152,0,44,0,.7,0,0,11,lékařka,Frýblová,99,CZ,MUDr.,CSc.,65,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
282,,,13,Registrační úřad ponechal pozici volnou,0,,1,0,0,0,0,0,12,,Kandidát v registraci škrtnut,,,,,,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
283,4,Ostrava,13,Václav,0,152,0,63,0,1,0,0,13,pedagog,Komárek,152,CZ,Mgr.,,65,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
284,4,Ostrava,13,Lucie,0,152,0,75,0,1.19,0,0,14,procesní analytik,Pekárková,99,CZ,Ing. Bc.,,33,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
285,1,Praha,13,Pavel,0,152,0,22,0,.35,0,0,15,publicista,Malý,99,CZ,PhDr.,,64,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
286,569810,Hradec Králové,13,Patrick,0,152,0,50,0,.79,0,0,16,pedagog,Ungermann,99,CZ,Mgr.,,35,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
287,554642,Mariánské Lázně,13,Michal,0,152,0,93,0,1.48,0,0,17,Zemský velitel Národní gardy,Kubík,152,CZ,,,25,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
288,597911,Třemešná,13,Jindřich,0,152,0,27,0,.43,0,0,18,starosta obce,Galda,152,CZ,,,56,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
289,,,13,Registrační úřad ponechal pozici volnou,0,,1,0,0,0,0,0,19,,Kandidát v registraci škrtnut,,,,,,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
290,553735,Chodov,13,Ladislav,0,152,0,23,0,.36,0,0,20,ředitel rádia Vlast a public.,Paštéka,152,CZ,,,36,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
291,544485,Hluboká nad Vltavou,13,Marcel,0,152,0,17,0,.27,0,0,21,student VŠ,Ambrož,152,CZ,,,23,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
292,570109,Chlumec nad Cidlinou,13,Martina,0,152,0,17,0,.27,0,0,22,místopředsedkyně Mládeže NS,Pištorová,152,CZ,,,24,Národní strana,Národní strana,0,0,1,152,0,152,Národní strana,NS
293,514705,Lipník nad Bečvou,14,Stanislav,0,155,0,4906,0,28.75,0,0,1,konzultant Evropského parlamen,Jaš,99,CZ,Ing.,,32,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
294,1,Praha,14,Jana,0,155,0,783,0,4.58,0,0,2,předsedkyně SDŽ,Volfová,155,CZ,Mgr.,,51,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
295,1,Praha,14,Miroslav,0,155,0,194,0,1.13,0,0,3,právník,Jindrák,155,CZ,JUDr.,,58,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
296,565245,Malé Žernoseky,14,Zdeněk,0,155,0,120,0,.7,0,0,4,chemik,Vybíral,99,CZ,Ing.,,70,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
297,544256,České Budějovice,14,Marie,0,155,0,268,0,1.57,0,0,5,sociální pracovnice,Paukejová,155,CZ,Ing.,,54,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
298,505650,Velký Týnec,14,Jan,0,155,0,638,0,3.73,0,0,6,právník,Rytíř,155,CZ,JUDr.,,40,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
299,537292,Kněžice,14,František,0,155,0,290,0,1.69,0,0,7,předseda zemědělského družstva,Halásek,155,CZ,Ing.,,64,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
300,1,Praha,14,Tomáš,0,155,0,107,0,.62,0,0,8,zastupitel,Fanta,155,CZ,,,36,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
301,564117,Chrastava,14,Oldřich,0,155,0,109,0,.63,0,0,9,vedoucí odboru MPSV,Němec,99,CZ,Mgr.,,53,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
302,569810,Hradec Králové,14,Jiří,0,155,0,319,0,1.86,0,0,10,ředitel centra pro zdravotně p,Morávek,99,CZ,Mgr.,,51,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
303,544256,České Budějovice,14,Iveta,0,155,0,275,0,1.61,0,0,11,podnikatelka v oblasti zeměděl,Vilímková,155,CZ,Ing.,,40,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
304,579891,Ústí nad Orlicí,14,Wesselin,0,155,0,150,0,.87,0,0,12,lékař,Toppisch,99,CZ,MUDr.,,65,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
305,551953,Vodňany,14,Václav,0,155,0,110,0,.64,0,0,13,starosta obce Vodňany,Heřman,155,CZ,,,61,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
306,595101,Vranovská Ves,14,Vladimír,0,155,0,44,0,.25,0,0,14,technik,Najda,155,CZ,Ing.,,42,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
307,598917,Karviná,14,Daniel,0,155,0,70,0,.41,0,0,15,zaměstnanec bezpečnostní agent,Lapiš,155,CZ,,,27,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
308,554961,Karlovy Vary,14,Pavel,0,155,0,49,0,.28,0,0,16,podnikatel,Wolf,155,CZ,,,48,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
309,533165,Kolín,14,Zdeněk,0,155,0,32,0,.18,0,0,17,podnikatel,Kučera,155,CZ,,,57,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
310,500496,Olomouc,14,Petr,0,155,0,119,0,.69,0,0,18,právník,Holánek,99,CZ,JUDr.,,47,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
311,1,Praha,14,Martina,0,155,0,85,0,.49,0,0,19,odborná referentka legislat,Vítková,155,CZ,,,34,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
312,555134,Pardubice,14,Ota,0,155,0,61,0,.35,0,0,20,pedagog trenér,Stejskal,99,CZ,Mgr.,,44,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
313,593711,Znojmo,14,Jiří,0,155,0,46,0,.26,0,0,21,odborný referent,Sedlák,155,CZ,,,63,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
314,563889,Liberec,14,Marie,0,155,0,129,0,.75,0,0,22,technická pracovnice na VŠ,Štěpánková,99,CZ,Ing.,,29,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
315,569810,Hradec Králové,14,Jiří,0,155,0,33,0,.19,0,0,23,technik,Vejběra,155,CZ,Ing.,,51,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
316,588458,Holešov,14,Petr,0,155,0,37,0,.21,0,0,24,právník,Hála,155,CZ,JUDr.,,61,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
317,544256,České Budějovice,14,Roman,0,155,0,20,0,.11,0,0,25,dispečer,Bureš,155,CZ,Ing.,,47,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
318,554804,Ústí nad Labem,14,Vladimír,0,155,0,35,0,.2,0,0,26,podnikatel,Kozubek,155,CZ,Ing.,,53,SDŽ - Strana důstojného života,SDŽ - Strana důstojného života,0,0,1,155,0,155,SDŽ-Strana důstojného života,SDŽ
