,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,POHLAVI,NAZEV_VS
13,4,4,704,Alena,Dernerová,MUDr.,,52,dětský neurolog,Most,567027,99,704,0,12671,37.29,37.29397221568165,2,0,11677,65.14,65.14728855166257,1,0,,Severočeši.cz
14,4,5,144,Vlastimil,Doležal,PhDr.,,55,ředitel společnosti,Litvínov,567256,99,144,0,1846,5.43,5.43324699788085,0,0,0,0.0,0.0,0,0,,Věci veřejné
15,4,6,53,Václav,Hofmann,PhDr.,,56,divadelní producent,Most,567027,53,53,0,3921,11.54,11.54049917588886,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
16,4,7,7,Zdeněk,Brabec,,,53,podnikatel,Most,567027,7,7,0,6039,17.77,17.77431127854956,2,0,6247,34.85,34.85271144833742,0,0,,Česká strana sociálně demokratická
17,4,8,47,Josef,Nétek,Ing.,,56,starosta města Lom,Lom,567264,47,47,0,4012,11.8,11.8083352955027,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
18,7,1,7,Dagmar,Terelmešová,,,40,člen. rady Plz. kraje pro OSVD,Dobřany,557676,7,7,0,11530,26.34,26.34946752593811,2,0,14154,54.06,54.06417112299465,1,0,,Česká strana sociálně demokratická
19,7,2,47,Karel,Kvit,"Ing., RSDr.",,59,bezpečnostní pracovník,Plzeň 2-Slovany,545988,47,47,0,4508,10.3,10.30211618446912,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
20,7,3,55,Oldřich,Kodeda,Ing.arch.,,51,architekt,Plzeň 3,546003,99,55,0,592,1.35,1.35289547054252,0,0,0,0.0,0.0,0,0,,"Koruna Česká (monarch.str.Čech, Moravy a Slezska)"
21,7,4,5,Richard,Sequens,MUDr.,,54,lékař-chirurg,Plzeň 2-Slovany,545988,99,5,0,5777,13.2,13.20215731980437,0,0,0,0.0,0.0,0,0,,Strana zelených
22,7,5,724,Jan,Kůrka,,,67,důchodce,Plzeň 2-Slovany,545988,724,724,0,529,1.2,1.20892179715709,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
23,7,6,137,František,Pillmann,MUDr.,,53,lékař,Plzeň 2-Slovany,545988,99,137,0,2086,4.76,4.76712829654006,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
24,7,7,659,Pavel,Čížek,Ing.,,46,starosta,Spálené Poříčí,558362,99,721,0,6202,14.17,14.17340829105534,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
25,7,8,53,Jiří,Šneberger,Ing.,,49,senátor,Plzeň 3,546003,53,53,0,12534,28.64,28.64390511449334,2,0,12026,45.93,45.93582887700534,0,0,,Občanská demokratická strana
26,10,1,47,Luboš,Dvořák,JUDr.,,53,předseda Kontrolního výboru KZ,Vyšší Brod,545848,47,47,0,5322,10.86,10.86699064809899,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
27,10,2,7,Vladimír,Špidla,PhDr.,,59,historik,Kunratice,546330,7,7,0,11649,23.78,23.78609057867439,2,0,12526,45.29,45.29379858976676,0,0,,Česká strana sociálně demokratická
28,10,3,53,Tomáš,Jirsa,Ing.,,53,senátor Parlamentu ČR,Hluboká nad Vltavou,544485,53,53,0,16367,33.41,33.41977375750398,2,0,15129,54.7,54.70620141023323,1,0,,Občanská demokratická strana
29,10,4,137,Roman,Bureš,Ing.,,48,podnikatel,České Budějovice,544256,155,137,0,1601,3.26,3.26908155347735,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
30,10,5,724,Bohumil,Bezemek,JUDr.,,58,policista ve výslužbě,České Budějovice,544256,724,724,0,1396,2.85,2.85049209784783,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
31,10,6,721,Zdeněk,Troup,PhDr.,,55,Jihočeský územní kastelán,Zlatá Koruna,545864,99,721,0,8795,17.95,17.95850859639808,0,0,0,0.0,0.0,0,0,,TOP 09
32,10,7,1,Jan,Zasadil,Ing.,,53,lesník,Hluboká nad Vltavou,544485,1,1,0,3844,7.84,7.84906276799934,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
33,13,1,47,Zdeněk,Straka,Ing.,,56,OSVČ,Jistebnice,552534,99,47,0,4959,10.46,10.46820906864814,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
34,13,2,53,Pavel,Eybert,Mgr.,,61,"senátor, starosta města Chýnov",Chýnov,552496,53,53,0,18922,39.94,39.94342649666469,2,0,15520,51.2,51.20422302870339,1,0,,Občanská demokratická strana
35,13,3,724,Jindřich,Goetz,Ak. arch.,,71,rektor filmové akademie Písek,Žďár,598861,724,724,0,589,1.24,1.24335050240648,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
36,13,4,1,Jaroslav,Hejl,Ing.,,50,stavební projektant - statik,Veselí nad Lužnicí,553271,1,1,0,1874,3.95,3.95592333023727,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
37,13,5,137,Iveta,Vilímková,Ing.,,41,poradce v oblasti zeměd. a ŽP,České Budějovice,544256,155,137,0,1906,4.02,4.02347378198091,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
38,13,6,175,Vilém,Mikula,Mgr.,,47,výzkumník NASA,Tábor,552046,99,175,0,938,1.98,1.98007261673562,0,0,0,0.0,0.0,0,0,,Česká strana národně socialistická
39,13,7,721,Petr,Krůček,Ing.,,41,ředitel divize mezinár. spol.,Tábor,552046,721,721,0,4252,8.97,8.97576627543696,0,0,0,0.0,0.0,0,0,,TOP 09
40,13,8,7,Jan,Mládek,Ing.,CSc.,50,ekonom,Dráchov,552275,7,7,0,13932,29.4,29.40977792788989,2,0,14790,48.79,48.7957769712966,0,0,,Česká strana sociálně demokratická
41,16,1,724,Tom Jack,Illés,,DiS.,45,výjezdová zdravotní sestra,Zalužany,541613,724,724,0,1195,2.3,2.3092233666351,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
42,16,2,137,Marcel,Winter,,,62,"podnikatel, před.čes.-viet.sp.",Skuhrov,531740,99,137,0,1240,2.39,2.39618156872596,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
43,16,3,659,Věra,Kovářová,Ing.,,46,starostka obce Chýně,Chýně,539309,99,721,0,16165,31.23,31.23731859552841,2,0,9957,48.12,48.12237204581702,0,0,,"Koalice ""STAN"" a TOP 09"
44,16,4,7,Pavel,Kysela,JUDr.,,63,ředitel Finančního úřadu,Rpety,531715,7,7,0,10892,21.04,21.04774971497033,0,0,0,0.0,0.0,0,0,,Česká strana sociálně demokratická
45,16,5,53,Jiří,Oberfalzer,,,56,senátor,Králův Dvůr,533203,53,53,0,17303,33.43,33.43639490618176,2,0,10734,51.87,51.87762795418297,1,0,,Občanská demokratická strana
46,16,6,47,Rudolf,Peltan,JUDr.,,67,předseda Okresního výboru KSČM,Zdice,532011,47,47,0,4954,9.57,9.57313184795841,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
47,19,1,721,Pavel,Hlaváč,Mgr.,,71,evangelický farář,Praha,1,721,721,0,5130,12.59,12.59668508287292,0,0,0,0.0,0.0,0,0,,TOP 09
48,19,2,53,Milan,Pešák,PhDr.,,47,Radní hl.m.Prahy pro zdravot.,Praha,1,53,53,0,10671,26.2,26.20257826887661,2,0,15017,56.7,56.70858351270722,1,0,,Občanská demokratická strana
49,19,3,7,Ladislav,Kárský,PaedDr. Mgr.,,60,vedoucí odd. Centra sportu MV,Praha,1,7,7,0,8304,20.39,20.39042357274401,2,0,11464,43.29,43.29141648729277,0,0,,Česká strana sociálně demokratická
50,19,4,137,Ladislav,Bátora,Ing.Mgr.Bc.,Ph.D.,58,předseda Akce D.O.S.T.,Praha,1,99,137,0,1396,3.42,3.42786985880908,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
51,19,5,129,Augustin,Bubník,,,81,hokejový trenér,Praha,1,99,129,0,964,2.36,2.3670963781461,0,0,0,0.0,0.0,0,0,,SNK Evropští demokraté
52,19,6,144,Josef,Zieleniec,Doc.Ing.,CSc.,64,vysokoškolský učitel,Praha,1,99,144,0,7516,18.45,18.45549416820135,0,0,0,0.0,0.0,0,0,,Věci veřejné
53,19,7,175,Peter,Ondrejka,MUDr.,,55,lékař - plastický chirurg,Praha,1,99,175,0,496,1.21,1.21792510742786,0,0,0,0.0,0.0,0,0,,Česká strana národně socialistická
54,19,8,720,Pavel,Přeučil,,,67,šéfredaktor 21.STOLETÍ,Ondřejov,538582,99,720,0,1131,2.77,2.77716390423572,0,0,0,0.0,0.0,0,0,,Česká pirátská strana
55,19,9,714,Miloslav,Bednář,prof. PhDr.,CSc.,61,"věd. prac., universitní prof.",Praha,1,714,714,0,2154,5.28,5.2891344383057,0,0,0,0.0,0.0,0,0,,Strana svobodných občanů
56,19,10,47,Jana,Čunátová,Ing.,,65,ekonomka,Praha,1,47,47,0,2963,7.27,7.2756292203806,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
57,22,1,659,Jaromír,Štětina,,,67,senátor,Praha 4,500119,99,721,0,11210,31.01,31.01482957060646,2,0,10794,57.5,57.50665956313265,1,0,,"Koalice ""STAN"" a TOP 09"
58,22,2,1,Karel,Duchek,,,66,odborný garant elektrotechniky,Praha 10,500224,1,1,0,704,1.94,1.94776449756529,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
59,22,3,137,Jana,Bobošíková,Ing.,,46,"vysokoškol. pedagog, novinářka",Praha,1,192,137,0,3326,9.2,9.20208056662239,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
60,22,4,7,Miroslav,Svoboda,Ing.,,48,ekonom,Praha 10,500224,7,7,0,6644,18.38,18.38202744577246,0,0,0,0.0,0.0,0,0,,Česká strana sociálně demokratická
61,22,5,724,Eva,Svoboda,,,45,"Pretty Woman ČR 2009, OSVČ",Praha 9,500216,724,724,0,208,0.57,0.57547587428065,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
62,22,6,175,Bohdan,Babinec,MUDr.,CSc.,67,lékař-chirurg,Praha 9,500216,175,175,0,149,0.41,0.4122399291722,0,0,0,0.0,0.0,0,0,,Česká strana národně socialistická
63,22,7,144,Jaroslav,Vocelka,Mgr.,,69,v důchodu,Praha 10,500224,99,144,0,633,1.75,1.75132802124833,0,0,0,0.0,0.0,0,0,,Věci veřejné
64,22,8,715,Miroslav,Suja,Ing.,Ph.D.,42,"nezávislý publicista,politolog",Praha 1,500054,99,715,0,411,1.13,1.1371181938911,0,0,0,0.0,0.0,0,0,,Demokratická strana zelených
65,22,9,47,Lubomír,Ledl,JUDr.,,58,předseda Kontr.výboru ZMČ P-10,Praha 10,500224,74,47,0,2139,5.91,5.917994687915,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
66,22,10,53,Vladislav,Lipovský,Mgr.,,43,starosta MČ Praha 10,Praha 10,500224,53,53,0,8708,24.09,24.09251881363435,2,0,7976,42.49,42.49334043686734,0,0,,Občanská demokratická strana
67,22,11,5,Eva,Stříteská,MUDr.,,55,lékařka,Praha 10,500224,99,5,0,2012,5.56,5.56662239929172,0,0,0,0.0,0.0,0,0,,Strana zelených
68,25,1,53,Petr,Bratský,Ing.,,55,"dopravní inženýr, politik",Praha,1,53,53,0,11574,27.86,27.86968142743624,2,0,10851,50.16,50.1617973372781,1,0,,Občanská demokratická strana
69,25,2,679,Tomáš,Finger,Dr.,,56,ředitel neziskové organizace,Praha,1,724,724,0,774,1.86,1.86375785595607,0,0,0,0.0,0.0,0,0,,Koalice Suveren. a SPOZ
70,25,3,7,Jan,Kohout,PhDr.,,49,diplomat,Praha 4,500119,7,7,0,7970,19.19,19.19140841339786,0,0,0,0.0,0.0,0,0,,Česká strana sociálně demokratická
71,25,4,659,Bedřich,Moldan,prof. RNDr.,CSc.,75,vysokoškolský profesor,Praha 6,500178,99,721,0,9761,23.5,23.50405740566832,2,0,10781,49.83,49.83820266272189,0,0,,"Koalice ""STAN"" a TOP 09"
72,25,5,175,Ivan,Šterzl,prof. MUDr.,CSc.,56,lékař - vědecký pracovník,Praha 9,500216,175,175,0,190,0.45,0.45751161838715,0,0,0,0.0,0.0,0,0,,Česká strana národně socialistická
73,25,6,1,Marián,Hošek,MUDr.,,59,zubní lékař,Praha,1,1,1,0,1521,3.66,3.66250090298345,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
74,25,7,47,Helena,Briardová,PhDr.,,63,novinářka,Praha 6,500178,47,47,0,2936,7.06,7.0697584820246,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
75,25,8,144,Martin,Stránský,MUDr.,,53,lékař,Praha,1,99,144,0,2342,5.63,5.63943268559319,0,0,0,0.0,0.0,0,0,,Věci veřejné
76,25,9,80,Lucie,Ramnebornová,Ing.,,42,ředitelka Pražské inf. služby,Praha-Nebušice,547158,99,80,0,4039,9.72,9.72573382455633,0,0,0,0.0,0.0,0,0,,Nezávislí kandidáti
77,25,10,715,Daniel,Solis,Lic.,,42,"politolog, zastupitel MČ P-1",Praha 1,500054,715,715,0,422,1.01,1.01615738399672,0,0,0,0.0,0.0,0,0,,Demokratická strana zelených
78,28,1,659,Nina,Nováková,Mgr.,,56,středoškolský pedagog,Brandýs nad Labem-Stará Boleslav,538094,721,721,0,9800,20.75,20.75215991868541,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
79,28,2,144,Libor,Holík,,,66,starosta obce,Panenské Břežany,538604,99,144,0,2495,5.28,5.28333050991021,0,0,0,0.0,0.0,0,0,,Věci veřejné
80,28,3,7,Milan,Němec,PaedDr.,,54,"Radní Stř.kraje,ředitel ZŠ Měl",Mělník,534676,7,7,0,12042,25.49,25.49974589191936,2,0,12682,44.16,44.16199463732284,0,0,,Česká strana sociálně demokratická
81,28,4,47,Jiřina,Fialová,,,60,předsedkyně Zdravot.výboru,Vraňany,535303,47,47,0,4985,10.55,10.55607318312722,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
82,28,5,137,Petr,Hannig,Mgr.,,64,"hudební skladatel,předseda str",Praha 4,500119,137,137,0,3405,7.21,7.21031678807386,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
83,28,6,53,Veronika,Vrecionová,Ing.,,45,starostka,Přezletice,538671,53,53,0,14497,30.69,30.69837370828392,2,0,16035,55.83,55.83800536267715,1,0,,Občanská demokratická strana
84,31,1,704,Jaroslav,Doubrava,,,62,starosta obce,Telnice,568295,704,704,0,7391,23.15,23.1540365276777,2,0,11602,55.97,55.97529792058667,1,0,,Severočeši.cz
85,31,2,142,Jan,Eichler,PaedDr.,,49,ředitel DDM Ústí n.L.,Ústí nad Labem,554804,99,142,0,3728,11.67,11.67883211678832,0,0,0,0.0,0.0,0,0,,Strana Zdraví Sportu Prosperity
86,31,3,721,Liběna,Dobrovolná,Mgr.,,50,soudkyně,Ústí nad Labem,554804,721,721,0,2500,7.83,7.83183484226684,0,0,0,0.0,0.0,0,0,,TOP 09
87,31,4,7,Gustav,Krov,PaedDr.,,46,ředitel Muzea města Ústí n.L.,Ústí nad Labem,554804,7,7,0,6656,20.85,20.85147708405125,0,0,0,0.0,0.0,0,0,,Česká strana sociálně demokratická
88,31,5,53,Pavel,Sušický,MUDr.,,59,"oční lékař, senátor",Chuderov,568023,53,53,0,8625,27.01,27.01983020582061,2,0,9125,44.02,44.02470207941332,0,0,,Občanská demokratická strana
89,31,6,47,Petr,Brázda,PaedDr.,,66,úředník KÚ Ústeckého kraje,Ústí nad Labem,554804,47,47,0,2700,8.45,8.45838162964819,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
90,31,7,1,Jan,Jaroš,,,51,stavbyvedoucí,Ústí nad Labem,554804,1,1,0,321,1.0,1.00560759374706,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
91,34,1,53,Přemysl,Sobotka,MUDr.,,66,senátor,Liberec,563889,53,53,0,17344,36.97,36.97686813772518,2,0,17656,54.06,54.06166753421721,1,0,,Občanská demokratická strana
92,34,2,137,Zuzana,Chytrá,MUDr.,,55,dětská lékařka,Ohrazenice,577359,99,137,0,3117,6.64,6.64534697793412,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
93,34,3,702,Zdeněk,Joukl,Ing.,,69,sociolog a podnikatel,Desná,563552,99,702,0,369,0.78,0.78669651423089,0,0,0,0.0,0.0,0,0,,ALTERNATIVA
94,34,4,103,Leoš,Škoda,,,57,Předseda úseku skoku SLČR,Liberec,563889,103,103,0,1289,2.74,2.74810787762498,0,0,0,0.0,0.0,0,0,,Strana pro otevřenou společnost
95,34,5,7,Stanislav,Eichler,Mgr.,,50,Hejtman Libereckého kraje,Český Dub,563960,7,7,0,12330,26.28,26.28717620722737,2,0,15003,45.93,45.93833246578278,0,0,,Česká strana sociálně demokratická
96,34,6,47,Milan,Erbert,Ing.,,67,společník zemědělské firmy,Český Dub,563960,47,47,0,2877,6.13,6.13367444835305,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
97,34,7,144,Zdeněk,Kubr,MUDr.,,54,"lékař, manažer",Liberec,563889,99,144,0,2228,4.75,4.75002664961091,0,0,0,0.0,0.0,0,0,,Věci veřejné
98,34,8,724,Milan,Drobný,,,65,Osoba samostatně výdělečně č.,Jirny,538272,724,724,0,821,1.75,1.7503464449419,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
99,34,9,721,Jan,Marušiak,MUDr.,PhD.,54,lékař,Šimonovice,564460,721,721,0,6530,13.92,13.92175674235156,0,0,0,0.0,0.0,0,0,,TOP 09
100,37,1,659,Tomáš,Czernin,Ing.,,48,lesník a zemědělec,Dymokury,537128,721,721,0,8619,18.5,18.50166362563056,0,0,0,0.0,0.0,0,0,,"Koalice ""STAN"" a TOP 09"
101,37,2,53,Jiří,Liška,MVDr.,,61,senátor,Jičín,572659,53,53,0,12680,27.21,27.21906192980573,2,0,12352,45.9,45.9011519881085,0,0,,Občanská demokratická strana
102,37,3,47,Otakar,Ruml,Ing.,,60,předseda výboru zast. kraje,Nová Paka,573248,47,47,0,4553,9.77,9.77353225287109,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
103,37,4,7,Josef,Táborský,Ing.,,58,1. nám. hejt. Královéhr. kraje,Kopidlno,573060,7,7,0,11635,24.97,24.9758505956853,2,0,14558,54.09,54.09884801189149,1,0,,Česká strana sociálně demokratická
104,37,5,1,Jiří,Kuhn,RNDr.,,50,ředitel Gymnázia Nymburk,Nymburk,537004,99,1,0,4629,9.93,9.93667489535258,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
105,37,6,144,Jiří,Hvězda,MUDr.,,58,praktický zubní lékař,Jičín,572659,99,144,0,2155,4.62,4.62595255983685,0,0,0,0.0,0.0,0,0,,Věci veřejné
106,37,7,137,Miroslav,Voda,,,65,předseda občanského sdružení,Samšina,573442,99,137,0,2314,4.96,4.96726414081785,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
107,40,1,7,Jaromír,Strnad,Ing.,,45,místostarosta Čáslavi,Čáslav,534005,7,7,0,13125,30.59,30.5908402284116,2,0,14500,60.16,60.16847172081829,1,0,,Česká strana sociálně demokratická
108,40,2,80,Oldřich,Doležal,Ing.,,57,vodohospodářský odborník,Hulice,529737,99,80,0,3118,7.26,7.26721827292856,0,0,0,0.0,0.0,0,0,,Nezávislí kandidáti
109,40,3,715,Olga,Zubová,PhDr.,,51,předsedkyně DSZ,Kutná Hora,533955,715,715,0,2515,5.86,5.86178767043468,0,0,0,0.0,0.0,0,0,,Demokratická strana zelených
110,40,4,47,Stanislav,Veselý,,,60,jednatel firmy,Petrovice I,534315,47,47,0,4594,10.7,10.70737676261507,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
111,40,5,55,Josef,Mrocek,Ing.,,55,předseda družstva,Kutná Hora,533955,55,55,0,236,0.55,0.55005244144039,0,0,0,0.0,0.0,0,0,,"Koruna Česká (monarch.str.Čech, Moravy a Slezska)"
112,40,6,724,Marie,Matyášová,,,63,ekonom,Kutná Hora,533955,724,724,0,810,1.88,1.88789185409625,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
113,40,7,1,Michaela,Šojdrová,Ing.,,46,zahradní architektka,Kroměříž,588296,1,1,0,2406,5.6,5.60773802587111,0,0,0,0.0,0.0,0,0,,Křesťan.a demokrat.unie-Českosl.strana lidová
114,40,8,659,Zdeněk,Nováček,MUDr.,,56,chirurg a lékař záchranné služ,Čáslav,534005,99,721,0,7261,16.92,16.92343549702831,2,0,9599,39.83,39.8315282791817,0,0,,"Koalice ""STAN"" a TOP 09"
115,40,9,137,Jana,Volfová,Mgr.,,52,"předsedkyně SDŽ, učitelka",Praha,1,155,137,0,1203,2.8,2.80386901293555,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
116,40,10,714,Milan,Vodička,Ing.,CSc.,61,soudní znalec v oboru ekonomik,Říčany,538728,714,714,0,405,0.94,0.94394592704812,0,0,0,0.0,0.0,0,0,,Strana svobodných občanů
117,40,11,144,Ladislav,Exner,,,47,učitel,Kutná Hora,533955,144,144,0,1843,4.29,4.29553665074,0,0,0,0.0,0.0,0,0,,Věci veřejné
118,40,12,53,Lucie,Talmanová,Ing.,,43,chemik,Praha,1,53,53,0,5389,12.56,12.56030765645029,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
119,43,1,181,Miluše,Horská,Mgr.,,51,"ředitelka ZŠ,PŠ Svítání o.p.s.",Pardubice,555134,99,181,0,8751,19.5,19.50040110526784,2,0,14944,52.23,52.23348479552603,1,0,,Nestraníci
120,43,2,137,Marta,Lederová,Mgr.,,52,ředitelka ZŠ a MŠ,Pardubice,555134,99,137,0,1571,3.5,3.50075764328371,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
121,43,3,47,Václav,Snopek,Mgr.,CSc.,59,sociolog,Pardubice,555134,47,47,0,5019,11.18,11.18415188519475,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
122,43,4,756,Vladimír,Engelmajer,Ing.,,54,podnikatel,Pardubice,555134,99,756,0,3494,7.78,7.7858989214725,0,0,0,0.0,0.0,0,0,,Česká strana regionů
123,43,5,7,Jiří,Komárek,,,59,jednatel společnosti,Pardubice,555134,7,7,0,9973,22.22,22.22346020144397,2,0,13666,47.76,47.76651520447396,0,0,,Česká strana sociálně demokratická
124,43,6,144,Jiří,Málek,prof. Ing.,DrSc.,51,vysokoškolský učitel,Pardubice,555134,99,144,0,8170,18.2,18.20572243515464,0,0,0,0.0,0.0,0,0,,Věci veřejné
125,43,7,724,Petr,Janko,,,53,"OSVČ-oceň.maj,provádění staveb",Stojice,575755,724,724,0,1003,2.23,2.23504768695962,0,0,0,0.0,0.0,0,0,,Strana Práv Občanů ZEMANOVCI
126,43,8,53,Jiří,Stříteský,Ing.,,66,senátor,Pardubice,555134,53,53,0,6895,15.36,15.36456012122292,0,0,0,0.0,0.0,0,0,,Občanská demokratická strana
127,46,1,7,Miloslav,Soušek,Ing.,,49,OSVČ,Vysoké Mýto,581186,7,7,0,10213,22.3,22.30789393211305,2,0,11427,43.86,43.86732696072785,0,0,,Česká strana sociálně demokratická
128,46,2,47,Jaroslav,Bajt,,,64,důchodce,Žamberk,581259,47,47,0,2944,6.43,6.43047485911493,0,0,0,0.0,0.0,0,0,,Komunistická strana Čech a Moravy
129,46,3,137,Wesselin,Toppisch,MUDr.,,66,lékař,Ústí nad Orlicí,579891,99,137,0,2735,5.97,5.97396356646717,0,0,0,0.0,0.0,0,0,,"Suverenita-blok J.Bobošíkové,str.zdravého rozumu"
